threads	wall_seconds	worker_total_seconds	worker_categorized_seconds	worker_unclassified_seconds	base_operator_worker_seconds	dynamic_matrix_worker_seconds	factorization_worker_seconds	solve_worker_seconds	projection_worker_seconds	unclassified_worker_seconds	spheroidal_factorization_worker_seconds	spheroidal_solve_worker_seconds
10	31.542303962	315.20251276900007	300.37605188099957	14.826460888000497	3.1970268739999996	17.14225590000064	125.7583786059987	146.29698168999954	1.3306714769999493	14.826587156000498	120.13704434699847	93.89306489100022
32	22.750765234	727.25881159	708.9533066150013	18.305504974998712	3.460561221	17.37103615899995	126.58954146400028	553.3806427050013	1.5293704629999871	18.305640456998713	120.90609350800015	346.197854163
