fmax_mHz,backend,wall_min_s,wall_median_s,wall_max_s,worker_total_s,base_operator_preparation_s,start_truncation_extraction_s,frequency_matrix_construction_s,sparse_compression_s,lapack_band_packing_s,factorization_s,solve_s,source_receiver_projection_s,unclassified_s,radial_worker_s,toroidal_worker_s,spheroidal_worker_s
20.0,eigen,65.536863627,65.614107801,65.662426128,131.21457001,0.5330984900000002,4.469677311997494,25.19303667499844,0.0452775899999497,0.0,76.15797652200473,21.718214965000012,0.6727432679996252,2.4245451879997404,0.394198993,13.051345170000001,117.768066422
20.0,lapack,64.252643089,64.308841504,64.436439767,128.603779169,0.5299092719999996,4.3820344009976,24.868232589997604,0.044464011999914926,21.17123897200548,44.45844910100212,27.781102098999547,0.6851868479999401,4.68316187399779,0.282617448,11.031349952,117.29013720200001
35.0,eigen,181.653740983,181.679605856,181.773379104,363.327879453,1.4398040950000026,6.903571948000385,69.8989230520036,0.08392282399977465,0.0,216.60114433201227,61.405666570998775,1.2052803060001316,5.78956632498506,0.968215991,31.834692534,330.61621614600006
35.0,lapack,175.084691399,175.171070899,175.552801274,350.30882323800006,1.4079002679999997,6.551095453998527,67.9987296240036,0.08136935599971806,58.139527435982316,125.45205321700276,77.7166127469932,1.1980694220006183,11.763465714019333,0.6917669080000001,26.869491384,322.747564946
55.0,eigen,492.165809779,492.463648469,493.634639166,984.8689903740001,3.0526266819999983,10.6286502630162,188.4299028800355,0.1726891530010924,0.0,597.2758087529919,169.10359780096894,2.01482981899969,14.190885022986663,2.18806042,78.581689647,904.2162267470001
55.0,lapack,471.234336053,471.712082774,471.91478852,943.3619694050001,3.0003454790000044,10.085691373017767,183.69265511798272,0.13696724800097748,157.0994024111347,345.82296422099455,211.25296696097587,1.9810331040012004,30.289943489892266,1.563979871,65.747358927,875.471625173
