fmax_mhz	threads	backend	profiled_wall_seconds	frequency_matrix_construction	analyze_pattern	factorization	solve	source_receiver_projection	unclassified
30	32	eigen	7.04427868	20.79527552899893	0.3556871079999999	150.7964793289989	38.66517670600022	0.9972496090000013	6.400318902002279
30	32	lapack	5.914082366	12.761395430999968	0	93.19585143600098	60.33581545600135	0.9812154079999763	13.00981351699797
100	32	eigen	108.704917353	296.68138573297887	2.3571317969999996	2450.382044011003	612.2601300519998	4.043404940999871	74.32210801701393
100	32	lapack	90.391605099	206.13879756598809	0	1512.6834737110034	964.7212886160073	4.188989254000031	150.04291889799995
