fmax_mHz	backend	repetition	rows	cols	norm	profile_json
30	eigen	1	6	16385	0.0060603090464708366	{"wall_seconds":7.0459317290000003,"accounting":{"basis":"category timings in OpenMP regions are summed thread-work seconds; they do not add to wall_seconds","workers":{"all":{"total":224.966921316,"categorized":218.46953375299816,"unclassified":6.497387563001837},"radial":{"total":0.91739784699999993,"categorized":0.79777907900000022,"unclassified":0.11961876799999971},"toroidal":{"total":20.897561380999999,"categorized":19.932242604000258,"unclassified":0.96531877699974089},"spheroidal":{"total":203.151962088,"categorized":197.73951206999885,"unclassified":5.4124500180011523}}},"timings_seconds":{"all":{"total_spectra":7.0459317290000003,"adaptive_sem_mesh":0.0095670170000000006,"base_operator_preparation":1.0228131420000002,"start_truncation_extraction":5.7888265209997876,"frequency_matrix_construction":20.739476043998668,"analyze_pattern":0.35839360300000001,"sparse_compression":0.00077771699999999971,"lapack_band_packing":0,"factorization":150.9519722589994,"solve":38.611247045000304,"source_receiver_projection":0.99748088600000673,"unclassified":6.497484818001837},"radial":{"total_spectra":0,"adaptive_sem_mesh":0,"base_operator_preparation":0.00069695799999999991,"start_truncation_extraction":0,"frequency_matrix_construction":0.24063793299999992,"analyze_pattern":0.055015072999999998,"sparse_compression":3.5000000000000004e-07,"lapack_band_packing":0,"factorization":0.45094828199999998,"solve":0.049761343,"source_receiver_projection":0.001574263,"unclassified":0.11961876799999971},"toroidal":{"total_spectra":0,"adaptive_sem_mesh":0,"base_operator_preparation":0.09319367499999999,"start_truncation_extraction":1.7502568170000008,"frequency_matrix_construction":1.8030227330002357,"analyze_pattern":0.046261671999999983,"sparse_compression":0.00028254999999999985,"lapack_band_packing":0,"factorization":12.909937339999907,"solve":3.1287328050000753,"source_receiver_projection":0.20055501200003134,"unclassified":0.96531877699974089},"spheroidal":{"total_spectra":0,"adaptive_sem_mesh":0,"base_operator_preparation":0.92892250900000006,"start_truncation_extraction":4.0385697040000714,"frequency_matrix_construction":18.695815377998642,"analyze_pattern":0.257116858,"sparse_compression":0.00049481699999999993,"lapack_band_packing":0,"factorization":137.59108663700005,"solve":35.43275289700005,"source_receiver_projection":0.79475326999998042,"unclassified":5.4124500180011523}},"counts":{"sems":3,"degrees":1500,"frequency_systems":1475483,"eigen_compute":32483,"eigen_analyze_pattern":32483,"eigen_analyze_on_rebuilt_pattern":9878,"eigen_analyze_on_unchanged_pattern":22605,"eigen_factorize":1443000,"eigen_factorizations":1475483,"pattern_rebuilds":9878,"distinct_ridx":138,"lapack_factorize":0,"solves":1475483,"band_packs":0,"rhs":4424483,"dimension_min":17,"dimension_max":1362,"nnz_min":97,"nnz_max":19912,"kl_min":4,"kl_max":15,"ku_min":4,"ku_max":15}}
