family	name	degree	mode_mhz	freq_mhz	grid_offset	stencil_member	response_class	epsilon	attenuation	threshold	n	nnz_a	max_abs_a	factor_info	solve_info	finite	min_abs_diag_u	max_abs_diag_u	max_abs_u	max_abs_l	growth_u_over_a	nonidentity_pivots	pivot_fraction	max_pivot_displacement	residual	solution_vs_threshold1	solution_abs_vs_threshold1	transfer_norm	transfer_abs_error_vs_threshold1	transfer_relative_error_vs_threshold1	local_response_scale	local_response_normalized_error	transfer_max_row	transfer_max_col	transfer_re	transfer_im	threshold1_transfer_re	threshold1_transfer_im	lapack_transfer_re	lapack_transfer_im	transfer_component_abs_error_vs_threshold1	lapack_factor_info	lapack_solve_info	lapack_finite	lapack_residual	lapack_solution_vs_threshold1	lapack_solution_abs_vs_threshold1	lapack_transfer_abs_error_vs_threshold1	lapack_transfer_relative_error_vs_threshold1	solution_vs_lapack	transfer_abs_error_vs_lapack	transfer_relative_error_vs_lapack
toroidal	toroidal_0T2	2	0.38305159999999999	0.335693359375	-1	0	flank	0.032294014437366445	1	0.10000000000000001	81	561	3227698690556081	0	0	1	204667002725.08563	1823184647020103.5	2030450873300137.5	1.2058046989478524	0.62907076154321062	0	0	0	7.9173811064135624e-17	1.0700468645494092e-11	5.1291860739802161e-26	5.8679441002594348e-15	6.2789746965670271e-26	1.0700467811811723e-11	1.4347261313454465e-14	4.3764273608641799e-12	1	0	3.5639385903986607e-15	-3.159072634664393e-16	3.5639385903606036e-15	-3.15907263458097e-16	3.5639385903970309e-15	-3.1590726346624638e-16	3.8960627951208377e-26	0	0	1	1.2791821767927526e-16	1.0423491910765049e-11	4.9964194393910892e-26	6.1166620771989029e-26	1.042385880430146e-11	2.837825234030397e-13	1.6618789814957577e-27	2.8321315832281785e-13
toroidal	toroidal_0T2	2	0.38305159999999999	0.335693359375	-1	0	flank	0.032294014437366445	1	0.01	81	561	3227698690556081	0	0	1	204667002725.08563	1823184647020103.5	2030450873300137.5	1.2058046989478524	0.62907076154321062	0	0	0	7.9173811064135624e-17	1.0700468645494092e-11	5.1291860739802161e-26	5.8679441002594348e-15	6.2789746965670271e-26	1.0700467811811723e-11	1.4347261313454465e-14	4.3764273608641799e-12	1	0	3.5639385903986607e-15	-3.159072634664393e-16	3.5639385903606036e-15	-3.15907263458097e-16	3.5639385903970309e-15	-3.1590726346624638e-16	3.8960627951208377e-26	0	0	1	1.2791821767927526e-16	1.0423491910765049e-11	4.9964194393910892e-26	6.1166620771989029e-26	1.042385880430146e-11	2.837825234030397e-13	1.6618789814957577e-27	2.8321315832281785e-13
toroidal	toroidal_0T2	2	0.38305159999999999	0.3662109375	0	0	resonance	0.032294014437366445	1	1	81	561	3227999062225391	0	0	1	72422148333.620255	2030639932577925	3220697265190714	0.99810812273918037	0.99773798043496231	80	0.98765432098765427	4	6.9777831324067536e-17	0	0	1.4347261313454465e-14	0	0	1.4347261313454465e-14	0	1	0	7.3093688491044623e-15	-2.8784351081109763e-15	7.3093688491044623e-15	-2.8784351081109763e-15	7.3093688490863169e-15	-2.8784351080916607e-15	0	0	0	1	1.073241912296218e-16	3.4103652886367096e-12	3.996959596765657e-26	4.8923154754220042e-26	3.4099298594597462e-12	3.4103652886472477e-12	4.8923154754220042e-26	3.4099298594702803e-12
toroidal	toroidal_0T2	2	0.38305159999999999	0.3662109375	0	0	resonance	0.032294014437366445	1	0.10000000000000001	81	561	3227999062225391	0	0	1	72422148333.960205	1823217284346896	2030639932577925.8	1.2060029027943908	0.62907079383659958	0	0	0	8.6172606086443757e-17	5.0142548014143548e-12	5.8767235040540362e-26	1.4347261313389646e-14	7.1936070391664865e-26	5.013923481285254e-12	1.4347261313454465e-14	5.013923481285254e-12	1	0	7.3093688490787407e-15	-2.8784351080825876e-15	7.3093688491044623e-15	-2.8784351081109763e-15	7.3093688490863169e-15	-2.8784351080916607e-15	3.8308237356738953e-26	0	0	1	1.073241912296218e-16	3.4103652886367096e-12	3.996959596765657e-26	4.8923154754220042e-26	3.4099298594597462e-12	1.6049040797748426e-12	2.3027375324287847e-26	1.6050014578576433e-12
toroidal	toroidal_0T2	2	0.38305159999999999	0.3662109375	0	0	resonance	0.032294014437366445	1	0.01	81	561	3227999062225391	0	0	1	72422148333.960205	1823217284346896	2030639932577925.8	1.2060029027943908	0.62907079383659958	0	0	0	8.6172606086443757e-17	5.0142548014143548e-12	5.8767235040540362e-26	1.4347261313389646e-14	7.1936070391664865e-26	5.013923481285254e-12	1.4347261313454465e-14	5.013923481285254e-12	1	0	7.3093688490787407e-15	-2.8784351080825876e-15	7.3093688491044623e-15	-2.8784351081109763e-15	7.3093688490863169e-15	-2.8784351080916607e-15	3.8308237356738953e-26	0	0	1	1.073241912296218e-16	3.4103652886367096e-12	3.996959596765657e-26	4.8923154754220042e-26	3.4099298594597462e-12	1.6049040797748426e-12	2.3027375324287847e-26	1.6050014578576433e-12
toroidal	toroidal_0T2	2	0.38305159999999999	0.396728515625	1	0	flank	0.032294014437366445	1	1	81	561	3228275349680856.5	0	0	1	101308878416.68236	2030813850254352.8	3220972927678550.5	0.99920954617021573	0.99773798043496265	80	0.98765432098765427	4	7.6751104320872248e-17	0	0	8.3945276906433744e-15	0	0	1.4347261313454465e-14	0	1	1	-4.3608541478312706e-15	-1.6346311572163344e-15	-4.3608541478312706e-15	-1.6346311572163344e-15	-4.3608541478571902e-15	-1.6346311572390581e-15	0	0	0	1	6.6294544198109414e-17	6.0828455940601674e-12	4.6978386261471166e-26	5.751443432410288e-26	6.8514199301777337e-12	6.0828455940271788e-12	5.751443432410288e-26	6.851419930134646e-12
toroidal	toroidal_0T2	2	0.38305159999999999	0.396728515625	1	0	flank	0.032294014437366445	1	0.10000000000000001	81	561	3228275349680856.5	0	0	1	101308878415.39787	1823214058644379.2	2030813850254353.5	1.2063010133679917	0.62907082893505895	0	0	0	8.2094122431226222e-17	1.1523181377215425e-11	8.8994609073824032e-26	8.3945276907441072e-15	1.0894811548580002e-25	1.2978468771654026e-11	1.4347261313454465e-14	7.5936524125082664e-12	1	1	-4.3608541478785754e-15	-1.6346311572581562e-15	-4.3608541478312706e-15	-1.6346311572163344e-15	-4.3608541478571902e-15	-1.6346311572390581e-15	6.3141229095152237e-26	0	0	1	6.6294544198109414e-17	6.0828455940601674e-12	4.6978386261471166e-26	5.751443432410288e-26	6.8514199301777337e-12	5.4456968812918866e-12	5.1484304672541945e-26	6.1330793785579021e-12
toroidal	toroidal_0T2	2	0.38305159999999999	0.396728515625	1	0	flank	0.032294014437366445	1	0.01	81	561	3228275349680856.5	0	0	1	101308878415.39787	1823214058644379.2	2030813850254353.5	1.2063010133679917	0.62907082893505895	0	0	0	8.2094122431226222e-17	1.1523181377215425e-11	8.8994609073824032e-26	8.3945276907441072e-15	1.0894811548580002e-25	1.2978468771654026e-11	1.4347261313454465e-14	7.5936524125082664e-12	1	1	-4.3608541478785754e-15	-1.6346311572581562e-15	-4.3608541478312706e-15	-1.6346311572163344e-15	-4.3608541478571902e-15	-1.6346311572390581e-15	6.3141229095152237e-26	0	0	1	6.6294544198109414e-17	6.0828455940601674e-12	4.6978386261471166e-26	5.751443432410288e-26	6.8514199301777337e-12	5.4456968812918866e-12	5.1484304672541945e-26	6.1330793785579021e-12
toroidal	toroidal_0T2	2	0.38305159999999999	0.335693359375	-1	0	flank	0.032294014437366445	0	1	81	561	3255323809775572	0	0	1	223421878355.16672	2047829023421811	3247960203627327	0.99723398755357096	0.99773798043496242	80	0.98765432098765427	4	1.4944076306734771e-16	0	0	5.4675992194908906e-15	0	0	1.1872049719076415e-14	0	1	0	3.3630642446975995e-15	-2.255727679919895e-16	3.3630642446975995e-15	-2.255727679919895e-16	3.3630642446682239e-15	-2.2557276798674392e-16	0	0	0	1	1.3343233916139669e-16	9.1180244912551097e-12	4.072462629355893e-26	4.9858997094377958e-26	9.1189926497612825e-12	9.1180244913377648e-12	4.9858997094377958e-26	9.1189926498439553e-12
toroidal	toroidal_0T2	2	0.38305159999999999	0.335693359375	-1	0	flank	0.032294014437366445	0	0.10000000000000001	81	561	3255323809775572	0	0	1	223421878355.29126	1838806587820962.5	2047829023421811.8	1.2057793767108234	0.62907076011064866	0	0	0	6.3859849507342492e-17	6.4630398624902469e-13	2.8866437392521114e-27	5.4675992194873785e-15	3.525004762255516e-27	6.447079642724331e-13	1.1872049719076415e-14	2.9691627357249168e-13	1	0	3.3630642446952779e-15	-2.2557276799163811e-16	3.3630642446975995e-15	-2.255727679919895e-16	3.3630642446682239e-15	-2.2557276798674392e-16	2.3480592354209426e-27	0	0	1	1.3343233916139669e-16	9.1180244912551097e-12	4.072462629355893e-26	4.9858997094377958e-26	9.1189926497612825e-12	8.4738045385290631e-12	4.6335052530428975e-26	8.4744785912021325e-12
toroidal	toroidal_0T2	2	0.38305159999999999	0.335693359375	-1	0	flank	0.032294014437366445	0	0.01	81	561	3255323809775572	0	0	1	223421878355.29126	1838806587820962.5	2047829023421811.8	1.2057793767108234	0.62907076011064866	0	0	0	6.3859849507342492e-17	6.4630398624902469e-13	2.8866437392521114e-27	5.4675992194873785e-15	3.525004762255516e-27	6.447079642724331e-13	1.1872049719076415e-14	2.9691627357249168e-13	1	0	3.3630642446952779e-15	-2.2557276799163811e-16	3.3630642446975995e-15	-2.255727679919895e-16	3.3630642446682239e-15	-2.2557276798674392e-16	2.3480592354209426e-27	0	0	1	1.3343233916139669e-16	9.1180244912551097e-12	4.072462629355893e-26	4.9858997094377958e-26	9.1189926497612825e-12	8.4738045385290631e-12	4.6335052530428975e-26	8.4744785912021325e-12
toroidal	toroidal_0T2	2	0.38305159999999999	0.3662109375	0	0	resonance	0.032294014437366445	0	1	81	561	3255323643980221.5	0	0	1	89411475886.965881	2047829023421811	3247960038207009	0.99800021416291873	0.99773798043496242	80	0.98765432098765427	4	1.3790565694547405e-16	0	0	1.1872049719076415e-14	0	0	1.1872049719076415e-14	0	1	0	6.4105127517995972e-15	-1.6369731674641998e-15	6.4105127517995972e-15	-1.6369731674641998e-15	6.4105127518026864e-15	-1.63697316746233e-15	0	0	0	1	1.353033820134941e-16	9.2703341810151372e-13	8.9904398298430418e-27	1.1005597394176621e-26	9.2701746156709998e-13	9.2703341810185663e-13	1.1005597394176621e-26	9.2701746156744269e-13
toroidal	toroidal_0T2	2	0.38305159999999999	0.3662109375	0	0	resonance	0.032294014437366445	0	0.10000000000000001	81	561	3255323643980221.5	0	0	1	89411475886.368713	1838669847624225.8	2047829023421811.8	1.2059753365175494	0.6290707921495543	0	0	0	6.3585940490160282e-17	7.7478666721937844e-12	7.5139393862041753e-26	1.1872049719164913e-14	9.1984320240590062e-26	7.7479729631511332e-12	1.1872049719076415e-14	7.7479729631511332e-12	1	0	6.4105127518478093e-15	-1.6369731674911459e-15	6.4105127517995972e-15	-1.6369731674641998e-15	6.4105127518026864e-15	-1.63697316746233e-15	5.5231258423106982e-26	0	0	1	1.353033820134941e-16	9.2703341810151372e-13	8.9904398298430418e-27	1.1005597394176621e-26	9.2701746156709998e-13	8.2275270339890703e-12	9.7675511598376328e-26	8.2273502815157597e-12
toroidal	toroidal_0T2	2	0.38305159999999999	0.3662109375	0	0	resonance	0.032294014437366445	0	0.01	81	561	3255323643980221.5	0	0	1	89411475886.368713	1838669847624225.8	2047829023421811.8	1.2059753365175494	0.6290707921495543	0	0	0	6.3585940490160282e-17	7.7478666721937844e-12	7.5139393862041753e-26	1.1872049719164913e-14	9.1984320240590062e-26	7.7479729631511332e-12	1.1872049719076415e-14	7.7479729631511332e-12	1	0	6.4105127518478093e-15	-1.6369731674911459e-15	6.4105127517995972e-15	-1.6369731674641998e-15	6.4105127518026864e-15	-1.63697316746233e-15	5.5231258423106982e-26	0	0	1	1.353033820134941e-16	9.2703341810151372e-13	8.9904398298430418e-27	1.1005597394176621e-26	9.2701746156709998e-13	8.2275270339890703e-12	9.7675511598376328e-26	8.2273502815157597e-12
toroidal	toroidal_0T2	2	0.38305159999999999	0.396728515625	1	0	flank	0.032294014437366445	0	1	81	561	3255323463767883.5	0	0	1	80344029299.914856	2047829023421811	3247959858402315	0.9989553568775128	0.99773798043496253	80	0.98765432098765427	4	7.5546165066863693e-17	0	0	1.0894345056835682e-14	0	0	1.1872049719076415e-14	0	1	1	-5.4119375395983749e-15	-2.2722239088958903e-15	-5.4119375395983749e-15	-2.2722239088958903e-15	-5.4119375396365771e-15	-2.2722239089350912e-15	0	0	0	1	7.629052295035154e-17	8.5118669524832188e-12	8.284022653861099e-26	1.0141197852287989e-25	9.3086806039109897e-12	8.5118669524182819e-12	1.0141197852287989e-25	9.3086806038312524e-12
toroidal	toroidal_0T2	2	0.38305159999999999	0.396728515625	1	0	flank	0.032294014437366445	0	0.10000000000000001	81	561	3255323463767883.5	0	0	1	80344029299.798187	1838511344928275.8	2047829023421811.8	1.2062361038223508	0.6290708269744556	0	0	0	7.0172229195425732e-17	2.033358190410384e-12	1.9789295822885855e-26	1.0894345056859155e-14	2.4226062790560536e-26	2.2237282428795328e-12	1.1872049719076415e-14	2.0405964735502472e-12	1	1	-5.4119375396049509e-15	-2.2722239089022205e-15	-5.4119375395983749e-15	-2.2722239088958903e-15	-5.4119375396365771e-15	-2.2722239089350912e-15	9.1276864351633987e-27	0	0	1	7.629052295035154e-17	8.5118669524832188e-12	8.284022653861099e-26	1.0141197852287989e-25	9.3086806039109897e-12	6.5446862964443738e-12	7.7974727483110938e-26	7.1573579756882758e-12
toroidal	toroidal_0T2	2	0.38305159999999999	0.396728515625	1	0	flank	0.032294014437366445	0	0.01	81	561	3255323463767883.5	0	0	1	80344029299.798187	1838511344928275.8	2047829023421811.8	1.2062361038223508	0.6290708269744556	0	0	0	7.0172229195425732e-17	2.033358190410384e-12	1.9789295822885855e-26	1.0894345056859155e-14	2.4226062790560536e-26	2.2237282428795328e-12	1.1872049719076415e-14	2.0405964735502472e-12	1	1	-5.4119375396049509e-15	-2.2722239089022205e-15	-5.4119375395983749e-15	-2.2722239088958903e-15	-5.4119375396365771e-15	-2.2722239089350912e-15	9.1276864351633987e-27	0	0	1	7.629052295035154e-17	8.5118669524832188e-12	8.284022653861099e-26	1.0141197852287989e-25	9.3086806039109897e-12	6.5446862964443738e-12	7.7974727483110938e-26	7.1573579756882758e-12
toroidal	toroidal_0T2	2	0.38305159999999999	0.335693359375	-1	0	flank	0.0032294014437366449	1	1	81	561	3227698690278626.5	0	0	1	202656169835.78384	2030450873300136.8	3220397572691170	0.99733511636479444	0.99773798043496242	80	0.98765432098765427	4	6.5351465790868001e-17	0	0	5.9207855181153676e-15	0	0	1.5846312458344315e-14	0	1	0	3.6072397074359661e-15	-7.4668367629481249e-17	3.6072397074359661e-15	-7.4668367629481249e-17	3.6072397074119287e-15	-7.4668367628211109e-17	0	0	0	1	9.4249668497497766e-17	6.965352117296139e-12	3.3688532486892867e-26	4.1239091320854126e-26	6.9651385267508985e-12	6.9653521173446309e-12	4.1239091320854126e-26	6.9651385267993879e-12
toroidal	toroidal_0T2	2	0.38305159999999999	0.335693359375	-1	0	flank	0.0032294014437366449	1	0.10000000000000001	81	561	3227698690278626.5	0	0	1	202656169837.03326	1823184290434076.2	2030450873300137.5	1.2058052171275884	0.62907076159728581	0	0	0	5.8870522796614782e-17	5.4957577954088802e-12	2.6580711486355888e-26	5.9207855180828453e-15	3.2539819292683414e-26	5.4958618570329653e-12	1.5846312458344315e-14	2.0534631876167931e-12	1	0	3.6072397074177805e-15	-7.4668367628473972e-17	3.6072397074359661e-15	-7.4668367629481249e-17	3.6072397074119287e-15	-7.4668367628211109e-17	1.8213484945409385e-26	0	0	1	9.4249668497497766e-17	6.965352117296139e-12	3.3688532486892867e-26	4.1239091320854126e-26	6.9651385267508985e-12	1.4696369122293258e-12	8.6995239468061671e-27	1.4693192179060486e-12
toroidal	toroidal_0T2	2	0.38305159999999999	0.335693359375	-1	0	flank	0.0032294014437366449	1	0.01	81	561	3227698690278626.5	0	0	1	202656169837.03326	1823184290434076.2	2030450873300137.5	1.2058052171275884	0.62907076159728581	0	0	0	5.8870522796614782e-17	5.4957577954088802e-12	2.6580711486355888e-26	5.9207855180828453e-15	3.2539819292683414e-26	5.4958618570329653e-12	1.5846312458344315e-14	2.0534631876167931e-12	1	0	3.6072397074177805e-15	-7.4668367628473972e-17	3.6072397074359661e-15	-7.4668367629481249e-17	3.6072397074119287e-15	-7.4668367628211109e-17	1.8213484945409385e-26	0	0	1	9.4249668497497766e-17	6.965352117296139e-12	3.3688532486892867e-26	4.1239091320854126e-26	6.9651385267508985e-12	1.4696369122293258e-12	8.6995239468061671e-27	1.4693192179060486e-12
toroidal	toroidal_0T2	2	0.38305159999999999	0.3662109375	0	0	resonance	0.0032294014437366449	1	1	81	561	3227999061943991	0	0	1	65466020855.394562	2030639932577925	3220697264909950.5	0.99811055883206967	0.99773798043496231	80	0.98765432098765427	4	1.229776239233184e-16	0	0	1.5846312458344315e-14	0	0	1.5846312458344315e-14	0	1	0	8.6316259710984314e-15	-7.5902151827319756e-16	8.6316259710984314e-15	-7.5902151827319756e-16	8.6316259712445347e-15	-7.5902151830099948e-16	0	0	0	1	7.2182598285379462e-17	1.717830439140874e-11	2.2236598769396611e-25	2.7221851304734797e-25	1.7178666252034163e-11	1.7178304391115126e-11	2.7221851304734797e-25	1.7178666251740536e-11
toroidal	toroidal_0T2	2	0.38305159999999999	0.3662109375	0	0	resonance	0.0032294014437366449	1	0.10000000000000001	81	561	3227999061943991	0	0	1	65466020853.777512	1823216855379858.2	2030639932577925.8	1.206003527153207	0.62907079389143872	0	0	0	7.5978136750905851e-17	2.4537191402127429e-11	3.1762371169175154e-25	1.5846312458731191e-14	3.8881818324751272e-25	2.453682421507281e-11	1.5846312458344315e-14	2.453682421507281e-11	1	0	8.6316259713051413e-15	-7.5902151831267936e-16	8.6316259710984314e-15	-7.5902151827319756e-16	8.6316259712445347e-15	-7.5902151830099948e-16	2.1044671143396939e-25	0	0	1	7.2182598285379462e-17	1.717830439140874e-11	2.2236598769396611e-25	2.7221851304734797e-25	1.7178666252034163e-11	7.3589143963135334e-12	1.1660010198939775e-25	7.3581852114752265e-12
toroidal	toroidal_0T2	2	0.38305159999999999	0.3662109375	0	0	resonance	0.0032294014437366449	1	0.01	81	561	3227999061943991	0	0	1	65466020853.777512	1823216855379858.2	2030639932577925.8	1.206003527153207	0.62907079389143872	0	0	0	7.5978136750905851e-17	2.4537191402127429e-11	3.1762371169175154e-25	1.5846312458731191e-14	3.8881818324751272e-25	2.453682421507281e-11	1.5846312458344315e-14	2.453682421507281e-11	1	0	8.6316259713051413e-15	-7.5902151831267936e-16	8.6316259710984314e-15	-7.5902151827319756e-16	8.6316259712445347e-15	-7.5902151830099948e-16	2.1044671143396939e-25	0	0	1	7.2182598285379462e-17	1.717830439140874e-11	2.2236598769396611e-25	2.7221851304734797e-25	1.7178666252034163e-11	7.3589143963135334e-12	1.1660010198939775e-25	7.3581852114752265e-12
toroidal	toroidal_0T2	2	0.38305159999999999	0.396728515625	1	0	flank	0.0032294014437366449	1	1	81	561	3228275349395512	0	0	1	95618759184.997086	2030813850254352.8	3220972927393851.5	0.99921599609307843	0.99773798043496265	80	0.98765432098765427	4	4.5721040772029687e-17	0	0	8.8628691198069884e-15	0	0	1.5846312458344315e-14	0	1	1	-4.919835855960195e-15	-3.7819844936685264e-16	-4.919835855960195e-15	-3.7819844936685264e-16	-4.9198358560111018e-15	-3.7819844937490533e-16	0	0	0	1	1.1870562531044155e-16	9.2584527932496141e-12	7.5760190950392678e-26	9.2742239905728769e-26	1.0464132850440701e-11	9.2584527931647344e-12	9.2742239905728769e-26	1.0464132850331554e-11
toroidal	toroidal_0T2	2	0.38305159999999999	0.396728515625	1	0	flank	0.0032294014437366449	1	0.10000000000000001	81	561	3228275349395512	0	0	1	95618759183.501358	1823213532278035.2	2030813850254353.5	1.2063026718737051	0.62907082899066191	0	0	0	4.5622378384822259e-17	1.4195679758200511e-11	1.1616059758235455e-25	8.8628691199488003e-15	1.4219306055240253e-25	1.6043682765733898e-11	1.5846312458344315e-14	8.9732586635654047e-12	1	1	-4.9198358560365978e-15	-3.7819844937858897e-16	-4.919835855960195e-15	-3.7819844936685264e-16	-4.9198358560111018e-15	-3.7819844937490533e-16	7.7298916976273244e-26	0	0	1	1.1870562531044155e-16	9.2584527932496141e-12	7.5760190950392678e-26	9.2742239905728769e-26	1.0464132850440701e-11	4.9379724305538639e-12	4.945827980064969e-26	5.5803915336629607e-12
toroidal	toroidal_0T2	2	0.38305159999999999	0.396728515625	1	0	flank	0.0032294014437366449	1	0.01	81	561	3228275349395512	0	0	1	95618759183.501358	1823213532278035.2	2030813850254353.5	1.2063026718737051	0.62907082899066191	0	0	0	4.5622378384822259e-17	1.4195679758200511e-11	1.1616059758235455e-25	8.8628691199488003e-15	1.4219306055240253e-25	1.6043682765733898e-11	1.5846312458344315e-14	8.9732586635654047e-12	1	1	-4.9198358560365978e-15	-3.7819844937858897e-16	-4.919835855960195e-15	-3.7819844936685264e-16	-4.9198358560111018e-15	-3.7819844937490533e-16	7.7298916976273244e-26	0	0	1	1.1870562531044155e-16	9.2584527932496141e-12	7.5760190950392678e-26	9.2742239905728769e-26	1.0464132850440701e-11	4.9379724305538639e-12	4.945827980064969e-26	5.5803915336629607e-12
toroidal	toroidal_0T2	2	0.38305159999999999	0.335693359375	-1	0	flank	0.0032294014437366449	0	1	81	561	3255323809541562	0	0	1	221939316317.28302	2047829023421811	3247960203393846.5	0.99723568739187418	0.99773798043496242	80	0.98765432098765427	4	1.0117264494684473e-16	0	0	5.5002906364713005e-15	0	0	1.2472688851185424e-14	0	1	0	3.389212908489499e-15	-2.2862279783098155e-17	3.389212908489499e-15	-2.2862279783098155e-17	3.3892129085128059e-15	-2.2862279783509965e-17	0	0	0	1	7.8230659302546043e-17	7.0559338915228726e-12	3.1702960688877304e-26	3.8805573403292599e-26	7.0551859834425463e-12	7.0559338914730891e-12	3.8805573403292599e-26	7.0551859833927725e-12
toroidal	toroidal_0T2	2	0.38305159999999999	0.335693359375	-1	0	flank	0.0032294014437366449	0	0.10000000000000001	81	561	3255323809541562	0	0	1	221939316317.28302	1838806285236161.5	2047829023421811.8	1.2057798123115919	0.6290707601558696	0	0	0	1.0934080303321159e-16	3.4481481723557642e-13	1.5492847245770508e-27	5.5002906364731654e-15	1.8973999437223924e-27	3.4496357904091868e-13	1.2472688851185424e-14	1.5212437080413984e-13	1	0	3.38921290849138e-15	-2.2862279783115907e-17	3.389212908489499e-15	-2.2862279783098155e-17	3.3892129085128059e-15	-2.2862279783509965e-17	1.8811225967144351e-27	0	0	1	7.8230659302546043e-17	7.0559338915228726e-12	3.1702960688877304e-26	3.8805573403292599e-26	7.0551859834425463e-12	6.7166448625497022e-12	3.6940727023449047e-26	6.7161409213982333e-12
toroidal	toroidal_0T2	2	0.38305159999999999	0.335693359375	-1	0	flank	0.0032294014437366449	0	0.01	81	561	3255323809541562	0	0	1	221939316317.28302	1838806285236161.5	2047829023421811.8	1.2057798123115919	0.6290707601558696	0	0	0	1.0934080303321159e-16	3.4481481723557642e-13	1.5492847245770508e-27	5.5002906364731654e-15	1.8973999437223924e-27	3.4496357904091868e-13	1.2472688851185424e-14	1.5212437080413984e-13	1	0	3.38921290849138e-15	-2.2862279783115907e-17	3.389212908489499e-15	-2.2862279783098155e-17	3.3892129085128059e-15	-2.2862279783509965e-17	1.8811225967144351e-27	0	0	1	7.8230659302546043e-17	7.0559338915228726e-12	3.1702960688877304e-26	3.8805573403292599e-26	7.0551859834425463e-12	6.7166448625497022e-12	3.6940727023449047e-26	6.7161409213982333e-12
toroidal	toroidal_0T2	2	0.38305159999999999	0.3662109375	0	0	resonance	0.0032294014437366449	0	1	81	561	3255323643746211.5	0	0	1	85004144826.962509	2047829023421811	3247960037973528	0.99800219744438334	0.99773798043496242	80	0.98765432098765427	4	5.4485790873520366e-17	0	0	1.2472688851185424e-14	0	0	1.2472688851185424e-14	0	1	0	6.9419452844493412e-15	-1.8113583423979319e-16	6.9419452844493412e-15	-1.8113583423979319e-16	6.9419452844158824e-15	-1.8113583423764586e-16	0	0	0	1	7.2664905381292737e-17	5.2979380144094903e-12	5.39792446939848e-26	6.6076689764091428e-26	5.2977101050517585e-12	5.2979380144375409e-12	6.6076689764091428e-26	5.2977101050798067e-12
toroidal	toroidal_0T2	2	0.38305159999999999	0.3662109375	0	0	resonance	0.0032294014437366449	0	0.10000000000000001	81	561	3255323643746211.5	0	0	1	85004144826.587677	1838669495266402	2047829023421811.8	1.2059758447629119	0.62907079219477535	0	0	0	7.2676725617996804e-17	4.9703385124149284e-12	5.0641422765586294e-26	1.2472688851247399e-14	6.1998489805238984e-26	4.9707397133815735e-12	1.2472688851185424e-14	4.9707397133815735e-12	1	0	6.9419452844868578e-15	-1.8113583424175233e-16	6.9419452844493412e-15	-1.8113583423979319e-16	6.9419452844158824e-15	-1.8113583423764586e-16	3.756776558436864e-26	0	0	1	7.2664905381292737e-17	5.2979380144094903e-12	5.39792446939848e-26	6.6076689764091428e-26	5.2977101050517585e-12	1.0268174019282258e-11	1.2807390084552869e-25	1.0268347296584282e-11
toroidal	toroidal_0T2	2	0.38305159999999999	0.3662109375	0	0	resonance	0.0032294014437366449	0	0.01	81	561	3255323643746211.5	0	0	1	85004144826.587677	1838669495266402	2047829023421811.8	1.2059758447629119	0.62907079219477535	0	0	0	7.2676725617996804e-17	4.9703385124149284e-12	5.0641422765586294e-26	1.2472688851247399e-14	6.1998489805238984e-26	4.9707397133815735e-12	1.2472688851185424e-14	4.9707397133815735e-12	1	0	6.9419452844868578e-15	-1.8113583424175233e-16	6.9419452844493412e-15	-1.8113583423979319e-16	6.9419452844158824e-15	-1.8113583423764586e-16	3.756776558436864e-26	0	0	1	7.2664905381292737e-17	5.2979380144094903e-12	5.39792446939848e-26	6.6076689764091428e-26	5.2977101050517585e-12	1.0268174019282258e-11	1.2807390084552869e-25	1.0268347296584282e-11
toroidal	toroidal_0T2	2	0.38305159999999999	0.396728515625	1	0	flank	0.0032294014437366449	0	1	81	561	3255323463533873.5	0	0	1	74558229880.799377	2047829023421811	3247959858168834	0.99896042667214013	0.99773798043496242	80	0.98765432098765427	4	9.0828707411952029e-17	0	0	1.1710385637484314e-14	0	0	1.2472688851185424e-14	0	1	1	-6.3196266814148413e-15	-2.6389813994868869e-16	-6.3196266814148413e-15	-2.6389813994868869e-16	-6.3196266816049078e-15	-2.6389813996460997e-16	0	0	0	1	1.2323372630076456e-16	2.7405166406163969e-11	2.8741697436644318e-25	3.5185982009604316e-25	3.0046817499310936e-11	2.7405166405417995e-11	3.5185982009604316e-25	3.0046817498408928e-11
toroidal	toroidal_0T2	2	0.38305159999999999	0.396728515625	1	0	flank	0.0032294014437366449	0	0.10000000000000001	81	561	3255323463533873.5	0	0	1	74558229880.050034	1838510927266475.2	2047829023421811.8	1.206237407410323	0.62907082701967654	0	0	0	7.0603872934655169e-17	9.2129989600065757e-12	9.6623105537162357e-26	1.1710385637602498e-14	1.1828750843482958e-25	1.0101077120483345e-11	1.2472688851185424e-14	9.4837215813001981e-12	1	1	-6.3196266814782002e-15	-2.6389813995400349e-16	-6.3196266814148413e-15	-2.6389813994868869e-16	-6.3196266816049078e-15	-2.6389813996460997e-16	6.358146404989741e-26	0	0	1	1.2323372630076456e-16	2.7405166406163969e-11	2.8741697436644318e-25	3.5185982009604316e-25	3.0046817499310936e-11	1.8192169560544253e-11	2.3357233902475812e-25	1.9945742714919118e-11
