Phase;Distance_deg;TravelTime_s;RayParam_sec_deg
sSv660sScS;110.3518;1993.8394;479.0314
sSv660sScS;109.4472;1986.2775;478.9620
sSv660sScS;108.5427;1978.7162;478.9585
sSv660sScS;107.6382;1971.1556;478.8440
sSv660sScS;106.7337;1963.5967;478.7396
sSv660sScS;105.8291;1956.0400;478.5865
sSv660sScS;104.9246;1948.4858;478.3973
sSv660sScS;104.0201;1940.9348;478.1751
sSv660sScS;103.1156;1933.3877;477.9517
sSv660sScS;102.2111;1925.8448;477.6283
sSv660sScS;101.3065;1918.3068;477.2958
sSv660sScS;100.4020;1910.7744;476.9316
sSv660sScS;99.4975;1903.2481;476.5226
sSv660sScS;98.5930;1895.7285;476.0841
sSv660sScS;97.6884;1888.2164;475.5841
sSv660sScS;96.7839;1880.7124;475.0528
sSv660sScS;95.8794;1873.2172;474.4783
sSv660sScS;94.9749;1865.7315;473.8786
sSv660sScS;94.0704;1858.2559;473.1789
sSv660sScS;93.1658;1850.7913;472.4877
sSv660sScS;92.2613;1843.3384;471.7208
sSv660sScS;91.3568;1835.8980;470.8824
sSv660sScS;90.4523;1828.4708;470.0432
sSv660sScS;89.5477;1821.0578;469.1040
sSv660sScS;88.6432;1813.6596;468.1604
sSv660sScS;87.7387;1806.2772;467.1087
sSv660sScS;86.8342;1798.9114;466.0089
sSv660sScS;85.9296;1791.5631;464.8900
sSv660sScS;85.0251;1784.2332;463.6880
sSv660sScS;84.1206;1776.9226;462.4330
sSv660sScS;83.2161;1769.6323;461.1203
sSv660sScS;82.3116;1762.3631;459.7596
sSv660sScS;81.4070;1755.1162;458.3484
sSv660sScS;80.5025;1747.8924;456.8329
sSv660sScS;79.5980;1740.6928;455.2622
sSv660sScS;78.6935;1733.5184;453.6202
sSv660sScS;77.7889;1726.3702;451.9402
sSv660sScS;76.8844;1719.2494;450.1838
sSv660sScS;75.9799;1712.1569;448.3274
sSv660sScS;75.0754;1705.0939;446.4316
sSv660sScS;74.1709;1698.0615;444.4486
sSv660sScS;73.2663;1691.0607;442.4068
sSv660sScS;72.3618;1684.0929;440.2957
sSv660sScS;71.4573;1677.1590;438.1296
sSv660sScS;70.5528;1670.2604;435.8411
sSv660sScS;69.6482;1663.3982;433.5214
sSv660sScS;68.7437;1656.5735;431.0744
sSv660sScS;67.8392;1649.7877;428.5778
sSv660sScS;66.9347;1643.0420;425.9867
sSv660sScS;66.0302;1636.3376;423.3684
sSv660sScS;65.1256;1629.6758;420.5842
sSv660sScS;64.2211;1623.0579;417.8036
sSv660sScS;63.3166;1616.4853;414.8729
sSv660sScS;62.4121;1609.9591;411.9070
sSv660sScS;61.5075;1603.4808;408.8097
sSv660sScS;60.6030;1597.0517;405.6482
sSv660sScS;59.6985;1590.6732;402.3884
sSv660sScS;58.7940;1584.3466;399.0728
sSv660sScS;57.8894;1578.0733;395.6488
sSv660sScS;56.9849;1571.8548;392.1213
sSv660sScS;56.0804;1565.6924;388.5375
sSv660sScS;55.1759;1559.5875;384.8707
sSv660sScS;54.2714;1553.5416;381.0619
sSv660sScS;53.3668;1547.5561;377.1847
sSv660sScS;52.4623;1541.6325;373.2179
sSv660sScS;51.5578;1535.7723;369.1599
sSv660sScS;50.6533;1529.9768;365.0094
sSv660sScS;49.7487;1524.2476;360.7754
sSv660sScS;48.8442;1518.5862;356.4276
sSv660sScS;47.9397;1512.9940;351.9950
sSv660sScS;47.0352;1507.4725;347.4698
sSv660sScS;46.1307;1502.0233;342.8526
sSv660sScS;45.2261;1496.6478;338.1320
sSv660sScS;44.3216;1491.3475;333.3217
sSv660sScS;43.4171;1486.1239;328.4128
sSv660sScS;42.5126;1480.9786;323.4141
sSv660sScS;41.6080;1475.9130;318.3100
sSv660sScS;40.7035;1470.9287;313.1173
sSv660sScS;39.7990;1466.0270;307.8309
sSv660sScS;38.8945;1461.2096;302.4537
sSv660sScS;37.9899;1456.4779;296.9742
sSv660sScS;37.0854;1451.8333;291.4066
sSv660sScS;36.1809;1447.2774;285.7414
sSv660sScS;35.2764;1442.8117;279.9921
sSv660sScS;34.3719;1438.4375;274.1418
sSv660sScS;33.4673;1434.1563;268.2013
sSv660sScS;32.5628;1429.9695;262.1812
sSv660sScS;31.6583;1425.8786;256.0664
sSv660sScS;30.7538;1421.8850;249.8633
sSv660sScS;29.8492;1417.9899;243.5725
sSv660sScS;28.9447;1414.1949;237.1961
sSv660sScS;28.0402;1410.5012;230.7361
sSv660sScS;27.1357;1406.9101;224.1872
sSv660sScS;26.2312;1403.4230;217.5608
sSv660sScS;25.3266;1400.0411;210.8582
sSv660sScS;24.4221;1396.7656;204.0785
sSv660sScS;23.5176;1393.5978;197.2226
sSv660sScS;22.6131;1390.5389;190.2856
sSv660sScS;21.7085;1387.5900;183.2793
sSv660sScS;20.8040;1384.7523;176.2049
sSv660sScS;19.8995;1382.0268;169.0580
sSv660sScS;18.9950;1379.4146;161.8553
sSv660sScS;18.0905;1376.9167;154.5784
sSv660sScS;17.1859;1374.5342;147.2403
sSv660sScS;16.2814;1372.2679;139.8514
sSv660sScS;15.3769;1370.1187;132.4031
sSv660sScS;14.4724;1368.0876;124.8988
sSv660sScS;13.5678;1366.1754;117.3489
sSv660sScS;12.6633;1364.3827;109.7474
sSv660sScS;11.7588;1362.7105;102.1005
sSv660sScS;10.8543;1361.1592;94.4121
sSv660sScS;9.9497;1359.7297;86.6839
sSv660sScS;9.0452;1358.4225;78.9197
sSv660sScS;8.1407;1357.2381;71.1230
sSv660sScS;7.2362;1356.1770;63.2966
sSv660sScS;6.3317;1355.2397;55.4429
sSv660sScS;5.4271;1354.4266;47.5663
sSv660sScS;4.5226;1353.7379;39.6695
sSv660sScS;3.6181;1353.1741;31.7553
sSv660sScS;2.7136;1352.7353;23.8286
sSv660sScS;1.8090;1352.4218;15.8913
sSv660sScS;0.9045;1352.2336;7.9474
sSv660sScS;0.0000;1352.1709;0.0000
sSv410sScS;107.6382;1879.4334;479.0314
sSv410sScS;106.7337;1871.8715;478.9536
sSv410sScS;105.8291;1864.3104;478.9502
sSv410sScS;104.9246;1856.7499;478.8440
sSv410sScS;104.0201;1849.1913;478.7188
sSv410sScS;103.1156;1841.6350;478.5565
sSv410sScS;102.2111;1834.0813;478.3670
sSv410sScS;101.3065;1826.5309;478.1309
sSv410sScS;100.4020;1818.9844;477.9070
sSv410sScS;99.4975;1811.4423;477.5830
sSv410sScS;98.5930;1803.9052;477.2345
sSv410sScS;97.6884;1796.3738;476.8693
sSv410sScS;96.7839;1788.8486;476.4461
sSv410sScS;95.8794;1781.3303;475.9841
sSv410sScS;94.9749;1773.8196;475.4924
sSv410sScS;94.0704;1766.3172;474.9478
sSv410sScS;93.1658;1758.8237;474.3552
sSv410sScS;92.2613;1751.3398;473.7524
sSv410sScS;91.3568;1743.8664;473.0369
sSv410sScS;90.4523;1736.4041;472.3308
sSv410sScS;89.5477;1728.9537;471.5596
sSv410sScS;88.6432;1721.5160;470.6902
sSv410sScS;87.7387;1714.0919;469.8452
sSv410sScS;86.8342;1706.6821;468.8824
sSv410sScS;85.9296;1699.2875;467.9234
sSv410sScS;85.0251;1691.9090;466.8457
sSv410sScS;84.1206;1684.5475;465.7300
sSv410sScS;83.2161;1677.2038;464.5771
sSv410sScS;82.3116;1669.8789;463.3646
sSv410sScS;81.4070;1662.5738;462.0744
sSv410sScS;80.5025;1655.2894;460.7639
sSv410sScS;79.5980;1648.0266;459.3398
sSv410sScS;78.6935;1640.7866;457.8633
sSv410sScS;77.7889;1633.5703;456.3324
sSv410sScS;76.8844;1626.3788;454.7307
sSv410sScS;75.9799;1619.2131;453.0448
sSv410sScS;75.0754;1612.0743;451.3183
sSv410sScS;74.1709;1604.9636;449.4877
sSv410sScS;73.2663;1597.8820;447.6050
sSv410sScS;72.3618;1590.8307;445.6605
sSv410sScS;71.4573;1583.8109;443.6298
sSv410sScS;70.5528;1576.8237;441.5123
sSv410sScS;69.6482;1569.8704;439.3357
sSv410sScS;68.7437;1562.9521;437.1119
sSv410sScS;67.8392;1556.0702;434.7296
sSv410sScS;66.9347;1549.2258;432.3122
sSv410sScS;66.0302;1542.4203;429.8362
sSv410sScS;65.1256;1535.6549;427.2319
sSv410sScS;64.2211;1528.9310;424.5746
sSv410sScS;63.3166;1522.2498;421.8386
sSv410sScS;62.4121;1515.6129;418.9673
sSv410sScS;61.5075;1509.0214;416.0794
sSv410sScS;60.6030;1502.4769;413.0604
sSv410sScS;59.6985;1495.9807;409.9212
sSv410sScS;58.7940;1489.5343;406.7239
sSv410sScS;57.8894;1483.1390;403.4365
sSv410sScS;56.9849;1476.7964;400.0567
sSv410sScS;56.0804;1470.5078;396.5888
sSv410sScS;55.1759;1464.2749;393.0026
sSv410sScS;54.2714;1458.0991;389.3547
sSv410sScS;53.3668;1451.9819;385.5916
sSv410sScS;52.4623;1445.9249;381.7233
sSv410sScS;51.5578;1439.9296;377.7648
sSv410sScS;50.6533;1433.9975;373.7089
sSv410sScS;49.7487;1428.1302;369.5540
sSv410sScS;48.8442;1422.3294;365.2988
sSv410sScS;47.9397;1416.5965;360.9515
sSv410sScS;47.0352;1410.9332;356.4843
sSv410sScS;46.1307;1405.3411;351.9237
sSv410sScS;45.2261;1399.8218;347.2624
sSv410sScS;44.3216;1394.3770;342.5033
sSv410sScS;43.4171;1389.0082;337.6332
sSv410sScS;42.5126;1383.7170;332.6591
sSv410sScS;41.6080;1378.5052;327.5797
sSv410sScS;40.7035;1373.3744;322.4054
sSv410sScS;39.7990;1368.3261;317.1215
sSv410sScS;38.8945;1363.3621;311.7371
sSv410sScS;37.9899;1358.4840;306.2443
sSv410sScS;37.0854;1353.6933;300.6486
sSv410sScS;36.1809;1348.9917;294.9552
sSv410sScS;35.2764;1344.3809;289.1497
sSv410sScS;34.3719;1339.8624;283.2515
sSv410sScS;33.4673;1335.4379;277.2524
sSv410sScS;32.5628;1331.1089;271.1487
sSv410sScS;31.6583;1326.8770;264.9528
sSv410sScS;30.7538;1322.7438;258.6504
sSv410sScS;29.8492;1318.7109;252.2594
sSv410sScS;28.9447;1314.7797;245.7605
sSv410sScS;28.0402;1310.9518;239.1698
sSv410sScS;27.1357;1307.2286;232.4867
sSv410sScS;26.2312;1303.6117;225.7082
sSv410sScS;25.3266;1300.1024;218.8407
sSv410sScS;24.4221;1296.7023;211.8867
sSv410sScS;23.5176;1293.4126;204.8476
sSv410sScS;22.6131;1290.2347;197.7258
sSv410sScS;21.7085;1287.1700;190.5144
sSv410sScS;20.8040;1284.2198;183.2234
sSv410sScS;19.8995;1281.3852;175.8579
sSv410sScS;18.9950;1278.6675;168.4177
sSv410sScS;18.0905;1276.0680;160.9001
sSv410sScS;17.1859;1273.5876;153.3126
sSv410sScS;16.2814;1271.2276;145.6566
sSv410sScS;15.3769;1268.9889;137.9384
sSv410sScS;14.4724;1266.8727;130.1557
sSv410sScS;13.5678;1264.8797;122.3101
sSv410sScS;12.6633;1263.0109;114.4214
sSv410sScS;11.7588;1261.2672;106.4728
sSv410sScS;10.8543;1259.6494;98.4751
sSv410sScS;9.9497;1258.1582;90.4321
sSv410sScS;9.0452;1256.7944;82.3469
sSv410sScS;8.1407;1255.5584;74.2234
sSv410sScS;7.2362;1254.4510;66.0643
sSv410sScS;6.3317;1253.4727;57.8752
sSv410sScS;5.4271;1252.6238;49.6583
sSv410sScS;4.5226;1251.9049;41.4184
sSv410sScS;3.6181;1251.3162;33.1576
sSv410sScS;2.7136;1250.8580;24.8824
sSv410sScS;1.8090;1250.5306;16.5948
sSv410sScS;0.9045;1250.3341;8.2995
sSv410sScS;0.0000;1250.2686;0.0000
sSdiff;105.8291;1697.0561;479.0314
sSdiff;106.7337;1704.6185;479.0314
sSdiff;107.6382;1712.1810;479.0314
sSdiff;108.5427;1719.7434;479.0314
sSdiff;109.4472;1727.3058;479.0314
sSdiff;110.3518;1734.8682;479.0314
sSdiff;111.2563;1742.4306;479.0314
sSdiff;112.1608;1749.9931;479.0314
sSdiff;113.0653;1757.5555;479.0314
sSdiff;113.9698;1765.1179;479.0314
sSdiff;114.8744;1772.6803;479.0314
sSdiff;115.7789;1780.2427;479.0314
sSdiff;116.6834;1787.8052;479.0314
sSdiff;117.5879;1795.3676;479.0314
sSdiff;118.4925;1802.9300;479.0314
sSdiff;119.3970;1810.4924;479.0314
sSdiff;120.3015;1818.0548;479.0314
sSdiff;121.2060;1825.6173;479.0314
sSdiff;122.1106;1833.1797;479.0314
sSdiff;123.0151;1840.7421;479.0314
sSdiff;123.9196;1848.3045;479.0314
sSdiff;124.8241;1855.8669;479.0314
sSdiff;125.7286;1863.4294;479.0314
sSdiff;126.6332;1870.9918;479.0314
sSdiff;127.5377;1878.5542;479.0314
sSdiff;128.4422;1886.1166;479.0314
sSdiff;129.3467;1893.6790;479.0314
sSdiff;130.2513;1901.2414;479.0314
sSdiff;131.1558;1908.8039;479.0314
sSdiff;132.0603;1916.3663;479.0314
sSdiff;132.9648;1923.9287;479.0314
sSdiff;133.8693;1931.4911;479.0314
sSdiff;134.7739;1939.0535;479.0314
sSdiff;135.6784;1946.6160;479.0314
sSdiff;136.5829;1954.1784;479.0314
sSdiff;137.4874;1961.7408;479.0314
sSdiff;138.3920;1969.3032;479.0314
sSdiff;139.2965;1976.8656;479.0314
sSdiff;140.2010;1984.4281;479.0314
sSdiff;141.1055;1991.9905;479.0314
sSdiff;142.0101;1999.5529;479.0314
sSdiff;142.9146;2007.1153;479.0314
sSdiff;143.8191;2014.6777;479.0314
sSdiff;144.7236;2022.2402;479.0314
sSdiff;145.6281;2029.8026;479.0314
sSdiff;146.5327;2037.3650;479.0314
sSdiff;147.4372;2044.9274;479.0314
sSdiff;148.3417;2052.4898;479.0314
sSdiff;149.2462;2060.0523;479.0314
sSdiff;150.1508;2067.6147;479.0314
sSdiff;151.0553;2075.1771;479.0314
sSdiff;151.9598;2082.7395;479.0314
sSdiff;152.8643;2090.3019;479.0314
sSdiff;153.7688;2097.8643;479.0314
sSdiff;154.6734;2105.4268;479.0314
sSdiff;155.5779;2112.9892;479.0314
sSdiff;156.4824;2120.5516;479.0314
sSdiff;157.3869;2128.1140;479.0314
sSdiff;158.2915;2135.6764;479.0314
sSdiff;159.1960;2143.2389;479.0314
sSdiff;160.1005;2150.8013;479.0314
sSdiff;161.0050;2158.3637;479.0314
sSdiff;161.9095;2165.9261;479.0314
sSdiff;162.8141;2173.4885;479.0314
sSdiff;163.7186;2181.0510;479.0314
sSdiff;164.6231;2188.6134;479.0314
sScsScsScS;49.7487;4778.9797;479.0314
sScsScsScS;50.6533;4771.4181;479.0314
sScsScsScS;51.5578;4763.8564;479.0314
sScsScsScS;52.4623;4756.2944;478.9697
sScsScsScS;55.1759;4733.6101;478.9662
sScsScsScS;53.3668;4748.7324;478.9518
sScsScsScS;56.0804;4726.0489;478.9484
sScsScsScS;54.2714;4741.1707;478.9340
sScsScsScS;56.9849;4718.4879;478.8940
sScsScsScS;57.8894;4710.9279;478.8940
sScsScsScS;58.7940;4703.3676;478.8440
sScsScsScS;59.6985;4695.8089;478.7940
sScsScsScS;60.6030;4688.2504;478.7581
sScsScsScS;61.5075;4680.6922;478.7140
sScsScsScS;62.4121;4673.1352;478.6567
sScsScsScS;63.3166;4665.5790;478.6067
sScsScsScS;64.2211;4658.0234;478.5492
sScsScsScS;65.1256;4650.4689;478.4859
sScsScsScS;66.0302;4642.9153;478.4226
sScsScsScS;66.9347;4635.3627;478.3593
sScsScsScS;67.8392;4627.8114;478.2821
sScsScsScS;68.7437;4620.2612;478.2106
sScsScsScS;69.6482;4612.7121;478.1190
sScsScsScS;70.5528;4605.1644;478.0774
sScsScsScS;71.4573;4597.6181;477.9857
sScsScsScS;72.3618;4590.0731;477.8941
sScsScsScS;73.2663;4582.5297;477.8025
sScsScsScS;74.1709;4574.9877;477.6609
sScsScsScS;75.0754;4567.4475;477.5827
sScsScsScS;75.9799;4559.9089;477.4592
sScsScsScS;76.8844;4552.3720;477.3369
sScsScsScS;77.7889;4544.8371;477.2147
sScsScsScS;78.6935;4537.3040;477.0924
sScsScsScS;79.5980;4529.7728;476.9701
sScsScsScS;80.5025;4522.2437;476.8478
sScsScsScS;81.4070;4514.7168;476.7135
sScsScsScS;82.3116;4507.1919;476.5657
sScsScsScS;83.2161;4499.6694;476.4179
sScsScsScS;84.1206;4492.1492;476.2701
sScsScsScS;85.0251;4484.6313;476.1223
sScsScsScS;85.9296;4477.1161;475.9654
sScsScsScS;86.8342;4469.6032;475.7949
sScsScsScS;87.7387;4462.0931;475.6245
sScsScsScS;88.6432;4454.5856;475.4540
sScsScsScS;89.5477;4447.0809;475.2848
sScsScsScS;90.4523;4439.5791;475.0922
sScsScsScS;91.3568;4432.0803;474.9010
sScsScsScS;92.2613;4424.5844;474.7098
sScsScsScS;93.1658;4417.0917;474.5355
sScsScsScS;94.0704;4409.6021;474.2969
sScsScsScS;94.9749;4402.1159;474.1276
sScsScsScS;95.8794;4394.6329;473.9083
sScsScsScS;96.7839;4387.1534;473.6890
sScsScsScS;97.6884;4379.6774;473.4197
sScsScsScS;98.5930;4372.2050;473.2004
sScsScsScS;99.4975;4364.7364;472.9709
sScsScsScS;100.4020;4357.2714;472.7114
sScsScsScS;101.3065;4349.8104;472.5020
sScsScsScS;102.2111;4342.3533;472.2425
sScsScsScS;103.1156;4334.9002;471.9831
sScsScsScS;104.0201;4327.4513;471.7236
sScsScsScS;104.9246;4320.0065;471.4641
sScsScsScS;105.8291;4312.5661;471.1547
sScsScsScS;106.7337;4305.1301;470.8720
sScsScsScS;107.6382;4297.6986;470.5704
sScsScsScS;108.5427;4290.2717;470.3189
sScsScsScS;109.4472;4282.8495;470.0173
sScsScsScS;110.3518;4275.4320;469.7158
sScsScsScS;111.2563;4268.0195;469.3642
sScsScsScS;112.1608;4260.6119;469.0405
sScsScsScS;113.0653;4253.2094;468.7252
sScsScsScS;113.9698;4245.8120;468.3848
sScsScsScS;114.8744;4238.4200;468.0943
sScsScsScS;115.7789;4231.0333;467.7039
sScsScsScS;116.6834;4223.6520;467.3635
sScsScsScS;117.5879;4216.2764;467.0423
sScsScsScS;118.4925;4208.9064;466.6442
sScsScsScS;119.3970;4201.5422;466.2673
sScsScsScS;120.3015;4194.1839;465.8905
sScsScsScS;121.2060;4186.8316;465.5136
sScsScsScS;122.1106;4179.4854;465.1367
sScsScsScS;123.0151;4172.1454;464.7348
sScsScsScS;123.9196;4164.8117;464.3248
sScsScsScS;124.8241;4157.4844;463.9147
sScsScsScS;125.7286;4150.1636;463.5047
sScsScsScS;126.6332;4142.8495;463.0853
sScsScsScS;127.5377;4135.5422;462.6450
sScsScsScS;128.4422;4128.2417;462.2047
sScsScsScS;129.3467;4120.9482;461.7644
sScsScsScS;130.2513;4113.6618;461.3168
sScsScsScS;131.1558;4106.3826;460.8835
sScsScsScS;132.0603;4099.1107;460.4003
sScsScsScS;132.9648;4091.8462;459.9177
sScsScsScS;133.8693;4084.5893;459.4366
sScsScsScS;134.7739;4077.3401;458.9506
sScsScsScS;135.6784;4070.0987;458.4674
sScsScsScS;136.5829;4062.8652;457.9342
sScsScsScS;137.4874;4055.6397;457.4133
sScsScsScS;138.3920;4048.4224;456.9200
sScsScsScS;139.2965;4041.2133;456.3818
sScsScsScS;140.2010;4034.0126;455.8451
sScsScsScS;141.1055;4026.8205;455.3028
sScsScsScS;142.0101;4019.6371;454.7509
sScsScsScS;142.9146;4012.4624;454.2033
sScsScsScS;143.8191;4005.2966;453.6100
sScsScsScS;144.7236;3998.1398;453.0308
sScsScsScS;145.6281;3990.9922;452.4754
sScsScsScS;146.5327;3983.8539;451.8699
sScsScsScS;147.4372;3976.7250;451.2676
sScsScsScS;148.3417;3969.6057;450.6597
sScsScsScS;149.2462;3962.4960;450.0536
sScsScsScS;150.1508;3955.3962;449.3981
sScsScsScS;151.0553;3948.3063;448.7751
sScsScsScS;151.9598;3941.2265;448.1199
sScsScsScS;152.8643;3934.1569;447.4648
sScsScsScS;153.7688;3927.0977;446.8097
sScsScsScS;154.6734;3920.0490;446.1546
sScsScsScS;155.5779;3913.0109;445.4651
sScsScsScS;156.4824;3905.9836;444.7718
sScsScsScS;157.3869;3898.9672;444.0785
sScsScsScS;158.2915;3891.9618;443.3852
sScsScsScS;159.1960;3884.9677;442.6648
sScsScsScS;160.1005;3877.9849;441.9323
sScsScsScS;161.0050;3871.0136;441.1999
sScsScsScS;161.9095;3864.0539;440.4674
sScsScsScS;162.8141;3857.1060;439.7232
sScsScsScS;163.7186;3850.1701;438.9447
sScsScsScS;164.6231;3843.2462;438.2163
sScsScsScS;165.5276;3836.3345;437.4379
sScsScsScS;166.4322;3829.4352;436.6095
sScsScsScS;167.3367;3822.5483;435.8311
sScsScsScS;168.2412;3815.6742;435.0099
sScsScsScS;169.1457;3808.8130;434.2310
sScsScsScS;170.0503;3801.9646;433.4022
sScsScsScS;170.9548;3795.1294;432.5233
sScsScsScS;171.8593;3788.3075;431.6944
sScsScsScS;172.7638;3781.4991;430.8431
sScsScsScS;173.6683;3774.7042;429.9761
sScsScsScS;174.5729;3767.9231;429.0958
sScsScsScS;175.4774;3761.1559;428.2124
sScsScsScS;176.3819;3754.4029;427.3045
sScsScsScS;177.2864;3747.6640;426.3920
sScsScsScS;178.1910;3740.9395;425.4794
sScsScsScS;179.0955;3734.2296;424.5635
sScsScsScS;180.0000;3727.5344;423.6043
sScsScsScS;179.0955;3720.8542;422.6952
sScsScsScS;178.1910;3714.1889;421.7360
sScsScsScS;177.2864;3707.5389;420.7269
sScsScsScS;176.3819;3700.9042;419.7677
sScsScsScS;175.4774;3694.2852;418.7613
sScsScsScS;174.5729;3687.6818;417.7982
sScsScsScS;173.6683;3681.0944;416.7851
sScsScsScS;172.7638;3674.5230;415.7220
sScsScsScS;171.8593;3667.9678;414.7150
sScsScsScS;170.9548;3661.4291;413.6442
sScsScsScS;170.0503;3654.9069;412.6272
sScsScsScS;169.1457;3648.4015;411.5601
sScsScsScS;168.2412;3641.9130;410.4431
sScsScsScS;167.3367;3635.4416;409.3543
sScsScsScS;166.4322;3628.9875;408.2671
sScsScsScS;165.5276;3622.5509;407.1593
sScsScsScS;164.6231;3616.1319;406.0341
sScsScsScS;163.7186;3609.7307;404.8995
sScsScsScS;162.8141;3603.3475;403.7529
sScsScsScS;161.9095;3596.9825;402.5819
sScsScsScS;161.0050;3590.6359;401.4109
sScsScsScS;160.1005;3584.3078;400.2399
sScsScsScS;159.1960;3577.9984;399.0580
sScsScsScS;158.2915;3571.7080;397.8521
sScsScsScS;157.3869;3565.4366;396.6381
sScsScsScS;156.4824;3559.1846;395.4094
sScsScsScS;155.5779;3552.9520;394.1652
sScsScsScS;154.6734;3546.7391;392.9018
sScsScsScS;153.7688;3540.5460;391.6383
sScsScsScS;152.8643;3534.3729;390.3748
sScsScsScS;151.9598;3528.2201;389.0929
sScsScsScS;151.0553;3522.0877;387.7942
sScsScsScS;150.1508;3515.9759;386.4814
sScsScsScS;149.2462;3509.8850;385.1597
sScsScsScS;148.3417;3503.8150;383.8143
sScsScsScS;147.4372;3497.7662;382.4608
sScsScsScS;146.5327;3491.7388;381.1073
sScsScsScS;145.6281;3485.7329;379.7357
sScsScsScS;144.7236;3479.7489;378.3418
sScsScsScS;143.8191;3473.7868;376.9479
sScsScsScS;142.9146;3467.8469;375.5443
sScsScsScS;142.0101;3461.9294;374.1106
sScsScsScS;141.1055;3456.0344;372.6770
sScsScsScS;140.2010;3450.1622;371.2382
sScsScsScS;139.2965;3444.3130;369.7655
sScsScsScS;138.3920;3438.4870;368.2929
sScsScsScS;137.4874;3432.6843;366.8162
sScsScsScS;136.5829;3426.9052;365.3052
sScsScsScS;135.6784;3421.1499;363.7941
sScsScsScS;134.7739;3415.4185;362.2788
sScsScsScS;133.8693;3409.7114;360.7392
sScsScsScS;132.9648;3404.0286;359.1866
sScsScsScS;132.0603;3398.3705;357.6208
sScsScsScS;131.1558;3392.7371;356.0348
sScsScsScS;130.2513;3387.1288;354.4488
sScsScsScS;129.3467;3381.5456;352.8461
sScsScsScS;128.4422;3375.9879;351.2236
sScsScsScS;127.5377;3370.4558;349.6010
sScsScsScS;126.6332;3364.9496;347.9568
sScsScsScS;125.7286;3359.4694;346.2941
sScsScsScS;124.8241;3354.0155;344.6314
sScsScsScS;123.9196;3348.5880;342.9493
sScsScsScS;123.0151;3343.1873;341.2555
sScsScsScS;122.1106;3337.8134;339.5376
sScsScsScS;121.2060;3332.4666;337.8178
sScsScsScS;120.3015;3327.1471;336.0788
sScsScsScS;119.3970;3321.8552;334.3291
sScsScsScS;118.4925;3316.5909;332.5662
sScsScsScS;117.5879;3311.3547;330.7856
sScsScsScS;116.6834;3306.1466;329.0033
sScsScsScS;115.7789;3300.9668;327.1910
sScsScsScS;114.8744;3295.8157;325.3787
sScsScsScS;113.9698;3290.6933;323.5510
sScsScsScS;113.0653;3285.6000;321.6986
sScsScsScS;112.1608;3280.5359;319.8354
sScsScsScS;111.2563;3275.5013;317.9722
sScsScsScS;110.3518;3270.4962;316.0815
sScsScsScS;109.4472;3265.5211;314.1807
sScsScsScS;108.5427;3260.5761;312.2989
sScsScsScS;107.6382;3255.6613;310.3540
sScsScsScS;106.7337;3250.7771;308.4098
sScsScsScS;105.8291;3245.9236;306.4573
sScsScsScS;104.9246;3241.1010;304.4932
sScsScsScS;104.0201;3236.3096;302.5130
sScsScsScS;103.1156;3231.5496;300.5146
sScsScsScS;102.2111;3226.8211;298.5112
sScsScsScS;101.3065;3222.1244;296.4860
sScsScsScS;100.4020;3217.4598;294.4570
sScsScsScS;99.4975;3212.8274;292.4083
sScsScsScS;98.5930;3208.2274;290.3389
sScsScsScS;97.6884;3203.6601;288.2644
sScsScsScS;96.7839;3199.1256;286.1786
sScsScsScS;95.8794;3194.6243;284.0720
sScsScsScS;94.9749;3190.1562;281.9531
sScsScsScS;94.0704;3185.7216;279.8345
sScsScsScS;93.1658;3181.3208;277.6884
sScsScsScS;92.2613;3176.9538;275.5350
sScsScsScS;91.3568;3172.6211;273.3640
sScsScsScS;90.4523;3168.3226;271.1800
sScsScsScS;89.5477;3164.0587;268.9793
sScsScsScS;88.6432;3159.8296;266.7786
sScsScsScS;87.7387;3155.6355;264.5585
sScsScsScS;86.8342;3151.4766;262.3213
sScsScsScS;85.9296;3147.3530;260.0758
sScsScsScS;85.0251;3143.2651;257.8109
sScsScsScS;84.1206;3139.2130;255.5373
sScsScsScS;83.2161;3135.1969;253.2499
sScsScsScS;82.3116;3131.2170;250.9489
sScsScsScS;81.4070;3127.2735;248.6348
sScsScsScS;80.5025;3123.3667;246.3083
sScsScsScS;79.5980;3119.4967;243.9682
sScsScsScS;78.6935;3115.6637;241.6137
sScsScsScS;77.7889;3111.8680;239.2493
sScsScsScS;76.8844;3108.1097;236.8736
sScsScsScS;75.9799;3104.3891;234.4829
sScsScsScS;75.0754;3100.7063;232.0781
sScsScsScS;74.1709;3097.0615;229.6632
sScsScsScS;73.2663;3093.4549;227.2363
sScsScsScS;72.3618;3089.8868;224.7910
sScsScsScS;71.4573;3086.3573;222.3661
sScsScsScS;70.5528;3082.8665;219.8750
sScsScsScS;69.6482;3079.4148;217.3968
sScsScsScS;68.7437;3076.0023;214.9142
sScsScsScS;67.8392;3072.6292;212.4074
sScsScsScS;66.9347;3069.2956;209.9007
sScsScsScS;66.0302;3066.0018;207.3724
sScsScsScS;65.1256;3062.7479;204.8378
sScsScsScS;64.2211;3059.5342;202.2921
sScsScsScS;63.3166;3056.3607;199.7305
sScsScsScS;62.4121;3053.2277;197.1670
sScsScsScS;61.5075;3050.1354;194.5842
sScsScsScS;60.6030;3047.0840;191.9933
sScsScsScS;59.6985;3044.0735;189.3835
