Phase;Distance_deg;TravelTime_s;RayParam_sec_deg
sPP;81.4070;1223.3823;769.7982
sPP;79.5980;1199.0768;769.7946
sPP;80.5025;1211.2295;769.7946
sPP;77.7889;1174.7721;769.7446
sPP;78.6935;1186.9242;769.7446
sPP;76.8844;1162.6210;769.6942
sPP;75.9799;1150.4701;769.6730
sPP;75.0754;1138.3196;769.6230
sPP;74.1709;1126.1704;769.5592
sPP;73.2663;1114.0216;769.5025
sPP;72.3618;1101.8738;769.4457
sPP;71.4573;1089.7270;769.3798
sPP;70.5528;1077.5814;769.3140
sPP;69.6482;1065.4367;769.2355
sPP;68.7437;1053.2935;769.1366
sPP;67.8392;1041.1516;769.0644
sPP;66.9347;1029.0110;768.9667
sPP;66.0302;1016.8722;768.8435
sPP;65.1256;1004.7351;768.7386
sPP;64.2211;992.5998;768.6148
sPP;63.3166;980.4665;768.4910
sPP;62.4121;968.3354;768.3563
sPP;61.5075;956.2065;768.1986
sPP;60.6030;944.0801;768.0409
sPP;59.6985;931.9564;767.8707
sPP;58.7940;919.8353;767.7163
sPP;57.8894;907.7174;767.5109
sPP;56.9849;895.6026;767.3054
sPP;56.0804;883.4912;767.0500
sPP;55.1759;871.3835;766.8118
sPP;54.2714;859.2797;766.5915
sPP;53.3668;847.1801;766.2711
sPP;52.4623;835.0849;766.0252
sPP;51.5578;822.9946;765.6938
sPP;50.6533;810.9092;765.3525
sPP;49.7487;798.8294;765.0005
sPP;48.8442;786.7555;764.6177
sPP;47.9397;774.6877;764.2300
sPP;47.0352;762.6267;763.7862
sPP;46.1307;750.5728;763.2944
sPP;45.2261;738.5266;762.7927
sPP;44.3216;726.4887;762.2286
sPP;43.4171;714.4597;761.6644
sPP;42.5126;702.4403;761.0300
sPP;41.6080;690.4311;760.3623
sPP;40.7035;678.4331;759.6320
sPP;39.7990;666.4470;758.8269
sPP;38.8945;654.4739;758.0100
sPP;37.9899;642.5147;757.0760
sPP;37.0854;630.5708;756.0904
sPP;36.1809;618.6433;754.9836
sPP;35.2764;606.7337;753.7968
sPP;34.3719;594.8436;752.5165
sPP;33.4673;582.9748;751.0979
sPP;32.5628;571.1292;749.5605
sPP;31.6583;559.3091;747.8700
sPP;30.7538;547.5169;746.0019
sPP;29.8492;535.7554;743.9810
sPP;28.9447;524.0277;741.7531
sPP;28.0402;512.3374;739.2426
sPP;27.1357;500.6885;736.4836
sPP;26.2312;489.0854;733.4216
sPP;25.3266;477.5334;730.0128
sPP;24.4221;466.0382;726.2264
sPP;23.5176;454.6067;721.9425
sPP;23.5176;454.5885;718.6121
sPP;24.4221;465.9330;718.5688
sPP;25.3266;477.2760;718.4239
sPP;26.2312;488.6160;718.2061
sPP;27.1357;499.9520;717.8952
sPP;28.0402;511.2829;717.5325
sPP;28.9447;522.6074;717.1055
sPP;29.8492;533.9241;716.5787
sPP;30.7538;545.2319;715.9683
sPP;31.6583;556.5294;715.2557
sPP;32.5628;567.8151;714.4738
sPP;33.4673;579.0876;713.5848
sPP;34.3719;590.3454;712.6078
sPP;35.2764;601.5870;711.5425
sPP;36.1809;612.8110;710.3721
sPP;37.0854;624.0156;709.0893
sPP;37.9899;635.1994;707.7296
sPP;38.8945;646.3609;706.2617
sPP;39.7990;657.4986;704.7050
sPP;40.7035;668.6106;703.0164
sPP;41.6080;679.6957;701.2819
sPP;42.5126;690.7522;699.4086
sPP;43.4171;701.7788;697.4865
sPP;44.3216;712.7739;695.4338
sPP;45.2261;723.7359;693.3307
sPP;46.1307;734.6639;691.1043
sPP;47.0352;745.5561;688.7854
sPP;47.9397;756.4114;686.4304
sPP;48.8442;767.2286;683.9600
sPP;49.7487;778.0062;681.4378
sPP;50.6533;788.7434;678.8027
sPP;51.5578;799.4392;676.1737
sPP;52.4623;810.0922;673.4508
sPP;53.3668;820.7016;670.6143
sPP;53.3668;820.7009;670.5056
sPP;52.4623;810.1165;670.4433
sPP;51.5578;799.5323;670.3892
sPP;50.6533;788.9502;670.2373
sPP;49.7487;778.3709;670.0135
sPP;48.8442;767.7955;669.7107
sPP;47.9397;757.2253;669.3925
sPP;47.0352;746.6614;668.9339
sPP;46.1307;736.1051;668.4188
sPP;45.2261;725.5579;667.7699
sPP;44.3216;715.0214;667.0583
sPP;43.4171;704.4969;666.2284
sPP;42.5126;693.9865;665.2702
sPP;41.6080;683.4920;664.2200
sPP;40.7035;673.0153;663.0163
sPP;39.7990;662.5588;661.6796
sPP;38.8945;652.1248;660.1606
sPP;37.9899;641.7159;658.4689
sPP;37.0854;631.3350;656.6180
sPP;36.1809;620.9851;654.5504
sPP;36.1809;620.9828;653.7136
sPP;37.0854;631.3013;653.5126
sPP;37.9899;641.6147;653.0133
sPP;38.8945;651.9177;652.1483
sPP;39.7990;662.2023;650.6482
sPP;40.7035;672.4572;648.3581
sPP;41.6080;682.6661;644.7879
sPP;42.5126;692.8078;639.6996
sPP;43.4171;702.8559;633.0919
sPP;44.3216;712.7925;625.4951
sPP;45.2261;722.6031;617.2481
sPP;46.1307;732.2825;608.6536
sPP;47.0352;741.8266;600.3254
sPP;47.9397;751.2370;591.8876
sPP;48.8442;760.5138;583.4501
sPP;49.7487;769.6593;575.0847
sPP;50.6533;778.6762;568.1337
sPP;51.5578;787.6445;568.0573
sPP;52.4623;796.6111;567.8727
sPP;53.3668;805.5739;567.5809
sPP;54.2714;814.5313;567.1901
sPP;55.1759;823.4817;566.7155
sPP;56.0804;832.4236;566.1302
sPP;56.9849;841.3557;565.4443
sPP;57.8894;850.2765;564.6783
sPP;58.7940;859.1845;563.8391
sPP;59.6985;868.0786;562.9063
sPP;60.6030;876.9575;561.9092
sPP;61.5075;885.8201;560.8584
sPP;62.4121;894.6652;559.6863
sPP;63.3166;903.4915;558.4534
sPP;64.2211;912.2983;557.2063
sPP;65.1256;921.0843;555.8752
sPP;65.1256;921.0853;555.3164
sPP;64.2211;912.3193;555.2575
sPP;63.3166;903.5536;555.2321
sPP;62.4121;894.7890;555.1327
sPP;61.5075;886.0262;555.0153
sPP;60.6030;877.2658;554.8090
sPP;59.6985;868.5085;554.5940
sPP;58.7940;859.7550;554.3612
sPP;57.8894;851.0061;554.0386
sPP;56.9849;842.2626;553.6384
sPP;56.0804;833.5254;553.2172
sPP;55.1759;824.7955;552.7308
sPP;54.2714;816.0740;552.1653
sPP;53.3668;807.3620;551.5410
sPP;52.4623;798.6607;550.8019
sPP;51.5578;789.9715;549.9677
sPP;50.6533;781.2959;549.0845
sPP;49.7487;772.6354;548.0541
sPP;48.8442;763.9917;546.9624
sPP;47.9397;755.3667;545.6884
sPP;47.0352;746.7622;544.3373
sPP;46.1307;738.1804;542.8375
sPP;45.2261;729.6235;541.1825
sPP;44.3216;721.0940;539.3731
sPP;43.4171;712.5943;537.3932
sPP;42.5126;704.1273;535.2233
sPP;41.6080;695.6959;532.8912
sPP;40.7035;687.3030;530.3323
sPP;40.7035;687.3037;530.2610
sPP;41.6080;695.6742;530.1866
sPP;42.5126;704.0440;530.1370
sPP;43.4171;712.4121;529.9806
sPP;44.3216;720.7771;529.7459
sPP;45.2261;729.1377;529.4261
sPP;46.1307;737.4929;529.0545
sPP;47.0352;745.8412;528.5912
sPP;47.9397;754.1813;527.9861
sPP;48.8442;762.5116;527.3279
sPP;49.7487;770.8305;526.5464
sPP;50.6533;779.1361;525.6639
sPP;51.5578;787.4268;524.6523
sPP;52.4623;795.7006;523.5297
sPP;53.3668;803.9558;522.2707
sPP;54.2714;812.1902;520.8703
sPP;55.1759;820.4016;519.3606
sPP;56.0804;828.5876;517.7099
sPP;56.9849;836.7472;515.9486
sPP;57.8894;844.8776;514.0377
sPP;58.7940;852.9765;511.9567
sPP;59.6985;861.0422;509.8399
sPP;60.6030;869.0732;507.5417
sPP;61.5075;877.0696;505.9918
sPP;62.4121;885.0564;505.7356
sPP;63.3166;893.0365;505.1960
sPP;64.2211;901.0066;504.4618
sPP;65.1256;908.9642;503.6180
sPP;66.0302;916.9072;502.6730
sPP;66.9347;924.8343;501.5845
sPP;67.8392;932.7439;500.4283
sPP;68.7437;940.6344;499.1727
sPP;69.6482;948.5049;497.8735
sPP;70.5528;956.3543;496.5038
sPP;71.4573;964.1817;495.1246
sPP;72.3618;971.9861;493.6167
sPP;73.2663;979.7665;492.0476
sPP;74.1709;987.5221;490.4596
sPP;75.0754;995.2524;488.9412
sPP;75.9799;1002.9610;487.5502
sPP;76.8844;1010.6460;486.0080
sPP;77.7889;1018.3060;484.4087
sPP;78.6935;1025.9401;482.7375
sPP;79.5980;1033.5473;480.9971
sPP;80.5025;1041.1271;479.2386
sPP;81.4070;1048.6787;477.4432
sPP;82.3116;1056.2016;475.6050
sPP;83.2161;1063.6953;473.7282
sPP;84.1206;1071.1612;472.1648
sPP;85.0251;1078.6024;470.4788
sPP;85.9296;1086.0161;468.7110
sPP;86.8342;1093.4015;466.8840
sPP;87.7387;1100.7576;464.9940
sPP;88.6432;1108.0838;463.1038
sPP;89.5477;1115.3796;461.1590
sPP;90.4523;1122.6448;459.2221
sPP;91.3568;1129.8789;457.4489
sPP;92.2613;1137.0874;455.7335
sPP;93.1658;1144.2676;453.8787
sPP;94.0704;1151.4183;452.0178
sPP;94.9749;1158.5390;450.0703
sPP;95.8794;1165.6285;448.1144
sPP;96.7839;1172.6868;446.0902
sPP;97.6884;1179.7134;444.0522
sPP;98.5930;1186.7097;442.4010
sPP;99.4975;1193.6794;440.5656
sPP;100.4020;1200.6199;438.7013
sPP;101.3065;1207.5303;436.7507
sPP;102.2111;1214.4095;434.7852
sPP;103.1156;1221.2576;432.7741
sPP;104.0201;1228.0734;430.7262
sPP;104.9246;1234.8577;428.8796
sPP;105.8291;1241.6151;427.1510
sPP;106.7337;1248.3436;425.2685
sPP;107.6382;1255.0420;423.3434
sPP;108.5427;1261.7097;421.3508
sPP;109.4472;1268.3454;419.3249
sPP;110.3518;1274.9497;417.3311
sPP;111.2563;1281.5221;415.4563
sPP;112.1608;1288.0675;413.7275
sPP;113.0653;1294.5842;411.8322
sPP;113.9698;1301.0702;409.8725
sPP;114.8744;1307.5252;407.9185
sPP;115.7789;1313.9489;405.9331
sPP;116.6834;1320.3409;403.8984
sPP;117.5879;1326.7025;402.1423
sPP;118.4925;1333.0367;400.2988
sPP;119.3970;1339.3412;398.4201
sPP;120.3015;1345.6153;396.4839
sPP;121.2060;1351.8585;394.4756
sPP;122.1106;1358.0708;392.5102
sPP;123.0151;1364.2511;390.4447
sPP;123.9196;1370.4031;388.8197
sPP;124.8241;1376.5264;386.9125
sPP;125.7286;1382.6198;384.9938
sPP;126.6332;1388.6828;383.0850
sPP;127.5377;1394.7148;381.1011
sPP;128.4422;1400.7151;379.0988
sPP;129.3467;1406.6857;377.3212
sPP;130.2513;1412.6282;375.5099
sPP;131.1558;1418.5414;373.5966
sPP;132.0603;1424.4237;371.6041
sPP;132.9648;1430.2755;369.7031
sPP;133.8693;1436.0962;367.7167
sPP;134.7739;1441.8862;365.9063
sPP;135.6784;1447.6484;364.0530
sPP;136.5829;1453.3804;362.1601
sPP;137.4874;1459.0822;360.1922
sPP;138.3920;1464.7534;358.2424
sPP;139.2965;1470.3938;356.2993
sPP;140.2010;1476.0037;354.4693
sPP;141.1055;1481.5851;352.6240
sPP;142.0101;1487.1368;350.6934
sPP;142.9146;1492.6576;348.7287
sPP;143.8191;1498.1481;346.8228
sPP;144.7236;1503.6077;344.8005
sPP;145.6281;1509.0368;342.9965
sPP;146.5327;1514.4366;341.0746
sPP;147.4372;1519.8066;339.1958
sPP;148.3417;1525.1458;337.1981
sPP;149.2462;1530.4544;335.2917
sPP;150.1508;1535.7318;333.3217
sPP;151.0553;1540.9797;331.4696
sPP;151.9598;1546.1972;329.4815
sPP;152.8643;1551.3841;327.6017
sPP;153.7688;1556.5403;325.6357
sPP;154.6734;1561.6652;323.6488
sPP;155.5779;1566.7596;321.7686
sPP;156.4824;1571.8241;319.8132
sPP;157.3869;1576.8571;317.7808
sPP;158.2915;1581.8593;315.8997
sPP;159.1960;1586.8307;313.9032
sPP;160.1005;1591.7703;311.8832
sPP;161.0050;1596.6788;309.9350
sPP;161.9095;1601.5565;307.9993
sPP;162.8141;1606.4028;305.9582
sPP;163.7186;1611.2176;303.9904
sPP;164.6231;1616.0013;301.9935
sPP;165.5276;1620.7534;300.0224
sPP;166.4322;1625.4732;297.9888
sPP;167.3367;1630.1617;295.9863
sPP;168.2412;1634.8182;293.9440
sPP;169.1457;1639.4432;291.9612
sPP;170.0503;1644.0362;289.8743
sPP;170.9548;1648.5962;287.7844
sPP;171.8593;1653.1238;285.8175
sPP;172.7638;1657.6200;283.7775
sPP;173.6683;1662.0835;281.6679
sPP;174.5729;1666.5132;279.5844
sPP;175.4774;1670.9103;277.4957
sPP;176.3819;1675.2743;275.4367
sPP;177.2864;1679.6065;273.3852
sPP;178.1910;1683.9056;271.2466
sPP;179.0955;1688.1711;269.1400
sPP;180.0000;1692.4025;266.9334
sPP;179.0955;1696.6015;265.3429
sPP;178.1910;1700.7896;265.2565
sPP;177.2864;1704.9760;265.0735
sPP;176.3819;1709.1586;264.7995
sPP;175.4774;1713.3365;264.4583
sPP;174.5729;1717.5082;264.0282
sPP;173.6683;1721.6730;263.5844
sPP;172.7638;1725.8299;263.0631
sPP;171.8593;1729.9780;262.4573
sPP;170.9548;1734.1166;261.8247
sPP;170.0503;1738.2448;261.1603
sPP;169.1457;1742.3622;260.4608
sPP;168.2412;1746.4681;259.7313
sPP;167.3367;1750.5620;258.9328
sPP;166.4322;1754.6434;258.1280
sPP;165.5276;1758.7119;257.2763
sPP;164.6231;1762.7669;256.4082
sPP;163.7186;1766.8080;255.5262
sPP;162.8141;1770.8348;254.6010
sPKiKP;151.9598;1330.3682;117.9546
sPKiKP;152.8643;1332.2296;117.9546
sPKiKP;151.0553;1328.5068;117.9006
sPKiKP;149.2462;1324.7843;117.8922
sPKiKP;150.1508;1326.6455;117.8922
sPKiKP;148.3417;1322.9238;117.8422
sPKiKP;147.4372;1321.0642;117.7798
sPKiKP;146.5327;1319.2052;117.7298
sPKiKP;145.6281;1317.3475;117.6674
sPKiKP;144.7236;1315.4908;117.5674
sPKiKP;143.8191;1313.6353;117.5050
sPKiKP;142.9146;1311.7812;117.3862
sPKiKP;142.0101;1309.9288;117.2802
sPKiKP;141.1055;1308.0780;117.1728
sPKiKP;140.2010;1306.2291;117.0554
sPKiKP;139.2965;1304.3822;116.9234
sPKiKP;138.3920;1302.5375;116.7806
sPKiKP;137.4874;1300.6949;116.6558
sPKiKP;136.5829;1298.8546;116.4779
sPKiKP;135.6784;1297.0170;116.3119
sPKiKP;134.7739;1295.1820;116.1561
sPKiKP;133.8693;1293.3499;115.9559
sPKiKP;132.9648;1291.5207;115.7671
sPKiKP;132.0603;1289.6946;115.5645
sPKiKP;131.1558;1287.8718;115.3554
sPKiKP;130.2513;1286.0524;115.1364
sPKiKP;129.3467;1284.2365;114.9086
sPKiKP;128.4422;1282.4242;114.6712
sPKiKP;127.5377;1280.6158;114.4261
sPKiKP;126.6332;1278.8114;114.1694
sPKiKP;125.7286;1277.0110;113.9081
sPKiKP;124.8241;1275.2149;113.6317
sPKiKP;123.9196;1273.4232;113.3498
sPKiKP;123.0151;1271.6360;113.0589
sPKiKP;122.1106;1269.8535;112.7564
sPKiKP;121.2060;1268.0758;112.4469
sPKiKP;120.3015;1266.3031;112.1096
sPKiKP;119.3970;1264.5355;111.7990
sPKiKP;118.4925;1262.7732;111.4578
sPKiKP;117.5879;1261.0163;111.1090
sPKiKP;116.6834;1259.2649;110.7608
sPKiKP;115.7789;1257.5192;110.3948
sPKiKP;114.8744;1255.7793;110.0199
sPKiKP;113.9698;1254.0455;109.6367
sPKiKP;113.0653;1252.3177;109.2435
sPKiKP;112.1608;1250.5963;108.8415
sPKiKP;111.2563;1248.8812;108.4268
sPKiKP;110.3518;1247.1727;108.0081
sPKiKP;109.4472;1245.4710;107.5777
sPKiKP;108.5427;1243.7760;107.1403
sPKiKP;107.6382;1242.0881;106.6912
sPKiKP;106.7337;1240.4073;106.2350
sPKiKP;105.8291;1238.7338;105.7690
sPKiKP;104.9246;1237.0677;105.2941
sPKiKP;104.0201;1235.4092;104.8098
sPKiKP;103.1156;1233.7584;104.3170
sPKiKP;102.2111;1232.1155;103.8140
sPKiKP;101.3065;1230.4805;103.3038
sPKiKP;100.4020;1228.8538;102.7761
sPKiKP;99.4975;1227.2353;102.2414
sPKiKP;98.5930;1225.6252;101.7066
sPKiKP;97.6884;1224.0238;101.1672
sPKiKP;96.7839;1222.4310;100.6013
sPKiKP;95.8794;1220.8471;100.0354
sPKiKP;94.9749;1219.2721;99.4694
sPKiKP;94.0704;1217.7064;98.8819
sPKiKP;93.1658;1216.1499;98.2883
sPKiKP;92.2613;1214.6028;97.7183
sPKiKP;91.3568;1213.0653;97.0778
sPKiKP;90.4523;1211.5375;96.4597
sPKiKP;89.5477;1210.0196;95.8362
sPKiKP;88.6432;1208.5116;95.1960
sPKiKP;87.7387;1207.0137;94.5558
sPKiKP;86.8342;1205.5261;93.8972
sPKiKP;85.9296;1204.0489;93.2371
sPKiKP;85.0251;1202.5822;92.5641
sPKiKP;84.1206;1201.1262;91.8848
sPKiKP;83.2161;1199.6810;91.1966
sPKiKP;82.3116;1198.2467;90.4989
sPKiKP;81.4070;1196.8235;89.7927
sPKiKP;80.5025;1195.4115;89.0712
sPKiKP;79.5980;1194.0109;88.3497
sPKiKP;78.6935;1192.6217;87.6281
sPKiKP;77.7889;1191.2441;86.8820
sPKiKP;76.8844;1189.8783;86.1320
sPKiKP;75.9799;1188.5243;85.3819
sPKiKP;75.0754;1187.1823;84.6170
sPKiKP;74.1709;1185.8524;83.8376
sPKiKP;73.2663;1184.5348;83.0581
sPKiKP;72.3618;1183.2296;82.2786
sPKiKP;71.4573;1181.9369;81.4850
sPKiKP;70.5528;1180.6568;80.6803
sPKiKP;69.6482;1179.3894;79.8575
sPKiKP;68.7437;1178.1350;79.0346
sPKiKP;67.8392;1176.8935;78.2117
sPKiKP;66.9347;1175.6652;77.3763
sPKiKP;66.0302;1174.4501;76.5334
sPKiKP;65.1256;1173.2484;75.6795
sPKiKP;64.2211;1172.0602;74.8255
sPKiKP;63.3166;1170.8856;73.9699
sPKiKP;62.4121;1169.7247;73.0912
sPKiKP;61.5075;1168.5777;72.2124
sPKiKP;60.6030;1167.4446;71.3234
sPKiKP;59.6985;1166.3256;70.4179
sPKiKP;58.7940;1165.2208;69.5125
sPKiKP;57.8894;1164.1302;68.6070
sPKiKP;56.9849;1163.0541;67.7015
sPKiKP;56.0804;1161.9925;66.7760
sPKiKP;55.1759;1160.9455;65.8383
sPKiKP;54.2714;1159.9132;64.9006
sPKiKP;53.3668;1158.8958;63.9629
sPKiKP;52.4623;1157.8933;63.0462
sPKiKP;51.5578;1156.9059;62.0623
sPKiKP;50.6533;1155.9336;61.0930
sPKiKP;49.7487;1154.9766;60.1237
sPKiKP;48.8442;1154.0349;59.1544
sPKiKP;47.9397;1153.1087;58.1748
sPKiKP;47.0352;1152.1980;57.1805
sPKiKP;46.1307;1151.3030;56.1863
sPKiKP;45.2261;1150.4237;55.1920
sPKiKP;44.3216;1149.5602;54.1918
sPKiKP;43.4171;1148.7126;53.1802
sPKiKP;42.5126;1147.8811;52.1641
sPKiKP;41.6080;1147.0656;51.1354
sPKiKP;40.7035;1146.2664;50.1053
sPKiKP;39.7990;1145.4834;49.0752
sPKiKP;38.8945;1144.7167;48.0404
sPKiKP;37.9899;1143.9665;46.9916
sPKiKP;37.0854;1143.2328;45.9428
sPKiKP;36.1809;1142.5157;44.8940
sPKiKP;35.2764;1141.8153;43.8367
sPKiKP;34.3719;1141.1316;42.7671
sPKiKP;33.4673;1140.4647;41.7059
sPKiKP;32.5628;1139.8148;40.6330
sPKiKP;31.6583;1139.1818;39.5547
sPKiKP;30.7538;1138.5658;38.4765
sPKiKP;29.8492;1137.9669;37.3890
sPKiKP;28.9447;1137.3852;36.3001
sPKiKP;28.0402;1136.8207;35.2062
sPKiKP;27.1357;1136.2735;34.1031
sPKiKP;26.2312;1135.7437;33.0000
sPKiKP;25.3266;1135.2313;31.8969
sPKiKP;24.4221;1134.7363;30.7938
sPKiKP;23.5176;1134.2589;29.6859
sPKiKP;22.6131;1133.7990;28.5700
sPKiKP;21.7085;1133.3567;27.4541
sPKiKP;20.8040;1132.9322;26.3325
sPKiKP;19.8995;1132.5253;25.2063
sPKiKP;18.9950;1132.1362;24.0801
sPKiKP;18.0905;1131.7649;22.9538
sPKiKP;17.1859;1131.4115;21.8196
sPKiKP;16.2814;1131.0759;20.6849
sPKiKP;15.3769;1130.7583;19.5501
sPKiKP;14.4724;1130.4586;18.4123
sPKiKP;13.5678;1130.1769;17.2705
sPKiKP;12.6633;1129.9133;16.1261
sPKiKP;11.7588;1129.6677;14.9816
sPKiKP;10.8543;1129.4402;13.8371
sPKiKP;9.9497;1129.2308;12.6895
sPKiKP;9.0452;1129.0395;11.5393
sPKiKP;8.1407;1128.8663;10.3890
sPKiKP;7.2362;1128.7114;9.2388
sPKiKP;6.3317;1128.5746;8.0867
sPKiKP;5.4271;1128.4561;6.9323
sPKiKP;4.5226;1128.3557;5.7778
sPKiKP;3.6181;1128.2736;4.6234
sPKiKP;2.7136;1128.2097;3.4681
sPKiKP;1.8090;1128.1641;2.3121
sPKiKP;0.9045;1128.1367;1.1560
sPKiKP;0.0000;1128.1276;0.0000
sPKIKP;117.5879;1261.0146;110.7608
sPKIKP;118.4925;1262.7624;110.7106
sPKIKP;119.3970;1264.5105;110.6854
sPKIKP;120.3015;1266.2581;110.6633
sPKIKP;121.2060;1268.0051;110.6633
sPKIKP;122.1106;1269.7519;110.6133
sPKIKP;123.0151;1271.4973;110.5375
sPKIKP;123.9196;1273.2421;110.4658
sPKIKP;124.8241;1274.9852;110.3797
sPKIKP;125.7286;1276.7271;110.2684
sPKIKP;126.6332;1278.4673;110.1709
sPKIKP;127.5377;1280.2054;110.0201
sPKIKP;128.4422;1281.9413;109.8759
sPKIKP;129.3467;1283.6745;109.6941
sPKIKP;130.2513;1285.4047;109.4957
sPKIKP;131.1558;1287.1318;109.2703
sPKIKP;132.0603;1288.8550;109.0201
sPKIKP;132.9648;1290.5740;108.7308
sPKIKP;133.8693;1292.2884;108.4535
sPKIKP;134.7739;1293.9975;108.0590
sPKIKP;135.6784;1295.7008;107.6744
sPKIKP;136.5829;1297.3974;107.2294
sPKIKP;137.4874;1299.0868;106.7415
sPKIKP;138.3920;1300.7679;106.1955
sPKIKP;139.2965;1302.4399;105.5793
sPKIKP;140.2010;1304.1017;104.9083
sPKIKP;141.1055;1305.7521;104.1626
sPKIKP;142.0101;1307.3900;103.3120
sPKIKP;142.9146;1309.0139;102.3933
sPKIKP;143.8191;1310.6223;101.3487
sPKIKP;144.7236;1312.2137;100.2372
sPKIKP;145.6281;1313.7864;99.0302
sPKIKP;146.5327;1315.3395;97.7183
sPKIKP;147.4372;1316.8708;96.2553
sPKIKP;148.3417;1318.3784;94.6923
sPKIKP;149.2462;1319.8602;93.0187
sPKIKP;150.1508;1321.3143;91.1723
sPKIKP;151.0553;1322.7390;89.3207
sPKIKP;151.9598;1324.1336;87.3193
sPKIKP;152.8643;1325.4958;85.1934
sPKIKP;153.7688;1326.8234;82.9781
sPKIKP;154.6734;1328.1146;80.6512
sPKIKP;155.5779;1329.3699;78.3215
sPKIKP;156.4824;1330.5869;75.8539
sPKIKP;157.3869;1331.7639;73.2853
sPKIKP;158.2915;1332.9000;70.7117
sPKIKP;159.1960;1333.9957;68.0647
sPKIKP;160.1005;1335.0487;65.3286
sPKIKP;161.0050;1336.0576;62.4869
sPKIKP;161.9095;1337.0238;59.8093
sPKIKP;162.8141;1337.9455;56.9648
sPKIKP;163.7186;1338.8215;54.0073
sPKIKP;164.6231;1339.6524;51.2482
sPKIKP;165.5276;1340.4380;48.2579
sPKIKP;166.4322;1341.1768;45.2639
sPKIKP;167.3367;1341.8690;42.3987
sPKIKP;168.2412;1342.5150;39.4052
sPKIKP;169.1457;1343.1134;36.3640
sPKIKP;170.0503;1343.6647;33.4620
sPKIKP;170.9548;1344.1690;30.3919
sPKIKP;171.8593;1344.6250;27.3416
sPKIKP;172.7638;1345.0336;24.3986
sPKIKP;173.6683;1345.3946;21.3235
sPKIKP;174.5729;1345.7072;18.2516
sPKIKP;175.4774;1345.9721;15.2812
sPKIKP;176.3819;1346.1891;12.1952
sPKIKP;177.2864;1346.3576;9.1154
sPKIKP;178.1910;1346.4781;6.1047
sPKIKP;179.0955;1346.5505;3.0527
sPKIKP;180.0000;1346.5747;0.0000
sP;15.3769;352.7748;1030.8238
sP;14.4724;336.5067;1029.9521
sP;13.5678;320.2617;1027.7921
sP;12.6633;304.0649;1023.7637
sP;11.7588;287.9515;1017.0677
sP;10.8543;271.9703;1006.8412
sP;9.9497;256.1863;991.8975
sP;9.0452;240.6838;970.9482
sP;8.1407;225.5697;942.4130
sP;8.1407;225.5562;934.7059
sP;9.0452;240.3117;934.6200
sP;9.9497;255.0663;934.5383
sP;10.8543;269.8189;934.4207
sP;11.7588;284.5686;934.1682
sP;12.6633;299.3143;933.8832
sP;13.5678;314.0551;933.5428
sP;13.5678;314.0557;933.3235
sP;12.6633;299.3227;933.2091
sP;11.7588;284.5917;932.9854
sP;10.8543;269.8666;932.4311
sP;9.9497;255.1561;930.9731
sP;9.0452;240.4880;926.3737
sP;8.1407;225.9619;911.3515
sP;7.2362;211.8018;879.7945
sP;6.3317;198.2646;832.6810
sP;6.3317;197.9300;782.5059
sP;7.2362;210.2826;782.4525
sP;8.1407;222.6352;782.4289
sP;9.0452;234.9873;782.4289
sP;9.9497;247.3386;782.3289
sP;10.8543;259.6889;782.2519
sP;11.7588;272.0379;782.1813
sP;12.6633;284.3856;782.0809
sP;13.5678;296.7315;781.9980
sP;14.4724;309.0755;781.8442
sP;15.3769;321.4173;781.6941
sP;16.2814;333.7570;781.5519
sP;17.1859;346.0940;781.3834
sP;18.0905;358.4282;781.2147
sP;18.9950;370.7597;781.0103
sP;19.8995;383.0878;780.7894
sP;20.8040;395.4126;780.5823
sP;21.7085;407.7338;780.3459
sP;22.6131;420.0511;780.0962
sP;23.5176;432.3645;779.8333
sP;24.4221;444.6737;779.5892
sP;25.3266;456.9785;779.2768
sP;26.2312;469.2786;778.9791
sP;27.1357;481.5739;778.6640
sP;28.0402;493.8643;778.3413
sP;28.9447;506.1495;778.0164
sP;29.8492;518.4292;777.6567
sP;30.7538;530.7033;777.2943
sP;31.6583;542.9714;776.9168
sP;32.5628;555.2335;776.5283
sP;33.4673;567.4896;776.1442
sP;34.3719;579.7393;775.7352
sP;35.2764;591.9825;775.3069
sP;36.1809;604.2188;774.8616
sP;37.0854;616.4481;774.4163
sP;37.9899;628.6703;773.9589
sP;38.8945;640.8853;773.4999
sP;39.7990;653.0929;773.0220
sP;40.7035;665.2926;772.5188
sP;41.6080;677.4844;772.0146
sP;42.5126;689.6683;771.5065
sP;43.4171;701.8442;770.9887
sP;44.3216;714.0116;770.4467
sP;45.2261;726.1702;769.9162
sP;44.3216;714.0158;769.8662
sP;45.2261;726.1688;769.8662
sP;43.4171;701.8627;769.8064
sP;42.5126;689.7098;769.7946
sP;41.6080;677.5571;769.7446
sP;40.7035;665.4059;769.6778
sP;39.7990;653.2556;769.5730
sP;38.8945;641.1068;769.4781
sP;37.9899;628.9600;769.3798
sP;37.0854;616.8153;769.2021
sP;36.1809;604.6733;769.0229
sP;35.2764;592.5344;768.8102
sP;34.3719;580.3989;768.5630
sP;33.4673;568.2676;768.2908
sP;32.5628;556.1410;767.9760
sP;31.6583;544.0198;767.6328
sP;30.7538;531.9047;767.2229
