config	kind	threshold	panel	relax	maxsuper	system	family	freq	n	nnz_a	factor_s	solve_s	nnz_l	nnz_u	nonidentity_pivots	pivot_fraction	max_pivot_displacement	factor_info	solve_info	discrepancy	residual	finite	repeats
pivot_0p1	pivot	0.10000000000000001	16	1	128	spheroidal_max	spheroidal	0.67000000000000004	1610	27304	0.0016147392500000001	0.00025159975000000001	17696	22127	707	0.43913043478260871	237	0	0	2.4599071533002908e-13	9.984366569570588e-24	1	4
pivot_0p1	pivot	0.10000000000000001	16	1	128	spheroidal_max	spheroidal	1.05	1610	27304	0.00160768125	0.00025248574999999998	17696	22197	712	0.44223602484472052	237	0	0	9.5364674188149827e-14	6.2563547991826124e-24	1	4
pivot_0p1	pivot	0.10000000000000001	16	1	128	spheroidal_max	spheroidal	0.10000000000000001	1610	27304	0.00160110625	0.00024933375	17696	22117	708	0.43975155279503103	237	0	0	1.386038337842735e-12	2.346545500367678e-22	1	4
pivot_0p01	pivot	0.01	16	1	128	radial_small	radial	0.17999999999999999	104	1024	6.0615249999999999e-05	1.0984e-05	564	834	61	0.58653846153846156	101	0	0	1.0213520659360215e-11	5.1931961687906299e-23	1	4
pivot_0p01	pivot	0.01	16	1	128	radial_small	radial	0.40999999999999998	104	1024	5.8492249999999999e-05	1.1079e-05	564	834	61	0.58653846153846156	101	0	0	8.066733510340773e-12	2.0059381232270438e-22	1	4
pivot_0p01	pivot	0.01	16	1	128	radial_small	radial	0.67000000000000004	104	1024	5.8477000000000003e-05	1.096375e-05	564	834	61	0.58653846153846156	101	0	0	1.9257907164540305e-11	7.9835909391582402e-23	1	4
pivot_0p01	pivot	0.01	16	1	128	radial_small	radial	1.05	104	1024	5.8770000000000001e-05	1.0833749999999999e-05	564	834	62	0.59615384615384615	102	0	0	8.5165936290701752e-12	4.8976117806497952e-23	1	4
pivot_0p01	pivot	0.01	16	1	128	radial_small	radial	0.5	104	1024	5.8494749999999998e-05	1.0968750000000001e-05	564	834	62	0.59615384615384615	102	0	0	1.4575299717997861e-11	7.2288810383021664e-23	1	4
pivot_0p01	pivot	0.01	16	1	128	radial_small	radial	0.14999999999999999	104	1024	5.8454749999999998e-05	1.08185e-05	564	834	62	0.59615384615384615	102	0	0	7.796156700464568e-12	7.764872668895608e-23	1	4
pivot_0p01	pivot	0.01	16	1	128	toroidal_small	toroidal	0.17999999999999999	37	181	1.219075e-05	3.1522500000000002e-06	109	109	0	0	0	0	0	1.0604979252634226e-26	5.6815191396436701e-17	1	4
pivot_0p01	pivot	0.01	16	1	128	toroidal_small	toroidal	0.40999999999999998	37	181	1.21305e-05	3.0469999999999998e-06	109	109	0	0	0	0	0	4.3434107151831642e-27	4.2372378284551878e-17	1	4
pivot_0p01	pivot	0.01	16	1	128	toroidal_small	toroidal	0.67000000000000004	37	181	1.1594749999999999e-05	3.0722500000000001e-06	109	109	0	0	0	0	0	1.2869734417802371e-26	9.3176748780378699e-17	1	4
pivot_0p01	pivot	0.01	16	1	128	toroidal_small	toroidal	1.05	37	181	1.1695000000000001e-05	3.0645000000000001e-06	109	109	0	0	0	0	0	2.1561061244240482e-27	8.458682605463124e-17	1	4
pivot_0p01	pivot	0.01	16	1	128	toroidal_small	toroidal	0.20000000000000001	37	181	1.189025e-05	3.0245e-06	109	109	0	0	0	0	0	9.1767637563256932e-27	8.2795644946177948e-17	1	4
pivot_0p01	pivot	0.01	16	1	128	toroidal_small	toroidal	0.10000000000000001	37	181	1.1542000000000001e-05	3.0170000000000001e-06	109	109	0	0	0	0	0	8.708683199091422e-27	7.8266153936074652e-17	1	4
pivot_0p01	pivot	0.01	16	1	128	spheroidal_small	spheroidal	0.17999999999999999	158	1906	0.0001165835	1.9048499999999999e-05	1256	1586	89	0.56329113924050633	80	0	0	2.3440016158259138e-14	2.3986207054746893e-23	1	4
pivot_0p01	pivot	0.01	16	1	128	spheroidal_small	spheroidal	0.40999999999999998	158	1906	0.00011064975	1.867025e-05	1256	1586	89	0.56329113924050633	80	0	0	1.5527498627955697e-14	4.2993281702024163e-23	1	4
pivot_0p01	pivot	0.01	16	1	128	spheroidal_small	spheroidal	0.67000000000000004	158	1906	0.00011184675	1.8685249999999999e-05	1256	1574	86	0.54430379746835444	80	0	0	1.4641557854270786e-14	3.996552071144033e-23	1	4
pivot_0p01	pivot	0.01	16	1	128	spheroidal_small	spheroidal	1.05	158	1906	0.00010940024999999999	1.8672749999999998e-05	1256	1574	88	0.55696202531645567	80	0	0	7.7673944699534921e-15	3.5968539230401292e-23	1	4
pivot_0p01	pivot	0.01	16	1	128	spheroidal_small	spheroidal	0.10000000000000001	158	1906	0.00011047950000000001	1.8667750000000001e-05	1256	1586	89	0.56329113924050633	80	0	0	3.6186422039650164e-14	5.1541567368812083e-23	1	4
pivot_0p01	pivot	0.01	16	1	128	spheroidal_medium	spheroidal	0.17999999999999999	257	3715	0.00021847024999999999	3.3269750000000001e-05	2432	2969	124	0.48249027237354086	152	0	0	7.7124882307381124e-14	4.8312682938345821e-23	1	4
pivot_0p01	pivot	0.01	16	1	128	spheroidal_medium	spheroidal	0.40999999999999998	257	3715	0.00021115175000000001	3.3149499999999998e-05	2432	2969	123	0.47859922178988329	152	0	0	3.9032974260674599e-14	7.6928329854843557e-23	1	4
pivot_0p01	pivot	0.01	16	1	128	spheroidal_medium	spheroidal	0.67000000000000004	257	3715	0.00020893600000000001	3.3269750000000001e-05	2432	2969	123	0.47859922178988329	152	0	0	5.3070092585457713e-14	4.3016417860096889e-23	1	4
pivot_0p01	pivot	0.01	16	1	128	spheroidal_medium	spheroidal	1.05	257	3715	0.00020899625000000001	3.2938999999999998e-05	2432	2969	123	0.47859922178988329	152	0	0	4.6357104257117772e-14	4.6419691820260243e-23	1	4
pivot_0p01	pivot	0.01	16	1	128	spheroidal_medium	spheroidal	0.5	257	3715	0.00020819	3.3101749999999999e-05	2432	2969	123	0.47859922178988329	152	0	0	9.7028089086352894e-14	4.4838559194392284e-23	1	4
pivot_0p01	pivot	0.01	16	1	128	spheroidal_medium	spheroidal	0.14999999999999999	257	3715	0.00020804474999999999	3.3149250000000001e-05	2432	2969	124	0.48249027237354086	152	0	0	2.3828613813060675e-13	1.104084278775062e-22	1	4
pivot_0p01	pivot	0.01	16	1	128	spheroidal_large	spheroidal	0.17999999999999999	860	14554	0.00078892700000000003	0.0001268415	9449	10614	283	0.32906976744186045	386	0	0	8.6318393586999346e-13	6.5858055124183496e-23	1	4
pivot_0p01	pivot	0.01	16	1	128	spheroidal_large	spheroidal	0.40999999999999998	860	14554	0.00077778299999999999	0.00012674849999999999	9449	10704	283	0.32906976744186045	386	0	0	3.9816480253906314e-13	8.2987342545012751e-23	1	4
pivot_0p01	pivot	0.01	16	1	128	spheroidal_large	spheroidal	0.67000000000000004	860	14554	0.00077236000000000004	0.00012636074999999999	9449	10614	290	0.33720930232558138	386	0	0	4.8454485731701902e-13	4.4815002057697532e-23	1	4
pivot_0p01	pivot	0.01	16	1	128	spheroidal_large	spheroidal	1.05	860	14554	0.00077731499999999999	0.00012648075000000001	9449	10614	292	0.33953488372093021	386	0	0	3.4875111722437688e-13	9.5542964889845396e-23	1	4
pivot_0p01	pivot	0.01	16	1	128	spheroidal_large	spheroidal	0.80000000000000004	860	14554	0.00077443300000000004	0.00012654100000000001	9449	10614	290	0.33720930232558138	386	0	0	3.9236670471348918e-13	3.4215392256101796e-23	1	4
pivot_0p01	pivot	0.01	16	1	128	spheroidal_large	spheroidal	0.10000000000000001	860	14554	0.00077108299999999999	0.00012649575	9449	10674	283	0.32906976744186045	386	0	0	4.2882074157330347e-11	8.0656929739599748e-22	1	4
pivot_0p01	pivot	0.01	16	1	128	spheroidal_fluid_solid	spheroidal	0.17999999999999999	860	14554	0.00080149099999999999	0.000126616	9449	10675	262	0.30465116279069765	206	0	0	4.4130189097889801e-12	1.1286725680123269e-22	1	4
pivot_0p01	pivot	0.01	16	1	128	spheroidal_fluid_solid	spheroidal	0.40999999999999998	860	14554	0.00080342124999999999	0.00012801300000000001	9449	10675	263	0.30581395348837209	206	0	0	5.1660917153315972e-13	1.5053739058427255e-23	1	4
pivot_0p01	pivot	0.01	16	1	128	spheroidal_fluid_solid	spheroidal	0.67000000000000004	860	14554	0.00080414474999999995	0.00012878425000000001	9449	10775	284	0.33023255813953489	206	0	0	2.3676992738186422e-13	6.4085796201987669e-24	1	4
pivot_0p01	pivot	0.01	16	1	128	spheroidal_fluid_solid	spheroidal	1.05	860	14554	0.00079216449999999999	0.00012716674999999999	9449	10685	268	0.3116279069767442	206	0	0	4.8473931090192373e-14	4.7625704373234476e-24	1	4
pivot_0p01	pivot	0.01	16	1	128	spheroidal_fluid_solid	spheroidal	0.10000000000000001	860	14554	0.00077514675000000003	0.00012973300000000001	9449	10413	250	0.29069767441860467	206	0	0	7.332832418291838e-12	2.9083321005623434e-22	1	4
pivot_0p01	pivot	0.01	16	1	128	spheroidal_fluid_solid	spheroidal	0.5	860	14554	0.00079783299999999996	0.00013155824999999999	9449	10845	283	0.32906976744186045	206	0	0	2.0930296802810632e-13	1.101095858492761e-23	1	4
pivot_0p01	pivot	0.01	16	1	128	spheroidal_max	spheroidal	0.17999999999999999	1610	27304	0.00139927825	0.00023853275	17699	19167	386	0.23975155279503105	293	0	0	3.1726297922034471e-11	1.6078615250953383e-22	1	4
pivot_0p01	pivot	0.01	16	1	128	spheroidal_max	spheroidal	0.40999999999999998	1610	27304	0.001407443	0.00023436649999999999	17699	19067	369	0.22919254658385094	293	0	0	6.6362071477665243e-13	1.5909575849585566e-23	1	4
pivot_0p01	pivot	0.01	16	1	128	spheroidal_max	spheroidal	0.67000000000000004	1610	27304	0.0014278532500000001	0.00023903324999999999	17699	19307	426	0.26459627329192548	293	0	0	2.1646322338422083e-13	9.7652105869207133e-24	1	4
pivot_0p01	pivot	0.01	16	1	128	spheroidal_max	spheroidal	1.05	1610	27304	0.0014139702499999999	0.00023581875000000001	17699	19237	415	0.25776397515527949	293	0	0	1.5399330668906127e-13	4.7600689535609389e-24	1	4
pivot_0p01	pivot	0.01	16	1	128	spheroidal_max	spheroidal	0.10000000000000001	1610	27304	0.00140396275	0.00023362799999999999	17699	19067	393	0.24409937888198757	293	0	0	1.2322592434945151e-11	3.6782285753779302e-22	1	4
pivot_0	pivot	0	16	1	128	radial_small	radial	0.17999999999999999	104	1024	4.4899250000000002e-05	9.6069999999999997e-06	564	564	0	0	0	0	0	1.0246947806058506e-11	1.5608826415463335e-22	1	4
pivot_0	pivot	0	16	1	128	radial_small	radial	0.40999999999999998	104	1024	4.3930500000000002e-05	9.4539999999999996e-06	564	564	0	0	0	0	0	7.9983824999245181e-12	6.7158755353385803e-23	1	4
pivot_0	pivot	0	16	1	128	radial_small	radial	0.67000000000000004	104	1024	4.4406249999999999e-05	9.5040000000000008e-06	564	564	0	0	0	0	0	1.7501543780716633e-11	1.0192381521372824e-22	1	4
pivot_0	pivot	0	16	1	128	radial_small	radial	1.05	104	1024	4.6216250000000003e-05	9.7042499999999995e-06	564	564	0	0	0	0	0	8.6182704737854041e-12	9.0032314254408278e-23	1	4
pivot_0	pivot	0	16	1	128	radial_small	radial	0.5	104	1024	4.3895250000000003e-05	9.3914999999999998e-06	564	564	0	0	0	0	0	1.4500458684706476e-11	8.8685465355257239e-23	1	4
pivot_0	pivot	0	16	1	128	radial_small	radial	0.14999999999999999	104	1024	4.390025e-05	9.3789999999999995e-06	564	564	0	0	0	0	0	7.4450180815136222e-12	5.6713529409770571e-23	1	4
pivot_0	pivot	0	16	1	128	toroidal_small	toroidal	0.17999999999999999	37	181	1.2078e-05	3.1647500000000001e-06	109	109	0	0	0	0	0	1.0604979252634226e-26	5.6815191396436701e-17	1	4
pivot_0	pivot	0	16	1	128	toroidal_small	toroidal	0.40999999999999998	37	181	1.1442e-05	3.12725e-06	109	109	0	0	0	0	0	4.3434107151831642e-27	4.2372378284551878e-17	1	4
pivot_0	pivot	0	16	1	128	toroidal_small	toroidal	0.67000000000000004	37	181	1.1432e-05	3.0794999999999999e-06	109	109	0	0	0	0	0	1.2869734417802371e-26	9.3176748780378699e-17	1	4
pivot_0	pivot	0	16	1	128	toroidal_small	toroidal	1.05	37	181	1.1472e-05	3.0772500000000001e-06	109	109	0	0	0	0	0	2.1561061244240482e-27	8.458682605463124e-17	1	4
pivot_0	pivot	0	16	1	128	toroidal_small	toroidal	0.20000000000000001	37	181	1.1422e-05	3.0469999999999998e-06	109	109	0	0	0	0	0	9.1767637563256932e-27	8.2795644946177948e-17	1	4
pivot_0	pivot	0	16	1	128	toroidal_small	toroidal	0.10000000000000001	37	181	1.13795e-05	3.0369999999999999e-06	109	109	0	0	0	0	0	8.708683199091422e-27	7.8266153936074652e-17	1	4
pivot_0	pivot	0	16	1	128	spheroidal_small	spheroidal	0.17999999999999999	158	1906	9.1393500000000005e-05	1.7408500000000001e-05	1256	1256	0	0	0	0	0	1.963141232800091e-14	2.7365897804538059e-23	1	4
pivot_0	pivot	0	16	1	128	spheroidal_small	spheroidal	0.40999999999999998	158	1906	8.9773749999999994e-05	1.737575e-05	1256	1256	0	0	0	0	0	9.4246858191405846e-15	2.860777936936705e-23	1	4
pivot_0	pivot	0	16	1	128	spheroidal_small	spheroidal	0.67000000000000004	158	1906	8.9578499999999996e-05	1.7303250000000001e-05	1256	1256	0	0	0	0	0	1.4636387489722024e-14	2.607265378857829e-23	1	4
pivot_0	pivot	0	16	1	128	spheroidal_small	spheroidal	1.05	158	1906	8.9293e-05	1.7275750000000001e-05	1256	1256	0	0	0	0	0	7.8142162148001651e-15	5.8198186522283754e-23	1	4
pivot_0	pivot	0	16	1	128	spheroidal_small	spheroidal	0.10000000000000001	158	1906	8.9282750000000002e-05	1.7208249999999999e-05	1256	1256	0	0	0	0	0	1.8180445824900448e-14	3.0267585815946008e-23	1	4
pivot_0	pivot	0	16	1	128	spheroidal_medium	spheroidal	0.17999999999999999	257	3715	0.00017268700000000001	2.9904500000000001e-05	2432	2432	0	0	0	0	0	3.1715408582238705e-14	4.5025154606690472e-23	1	4
pivot_0	pivot	0	16	1	128	spheroidal_medium	spheroidal	0.40999999999999998	257	3715	0.000171528	2.9929499999999999e-05	2432	2432	0	0	0	0	0	1.9311944536763719e-14	4.6823785569901359e-23	1	4
pivot_0	pivot	0	16	1	128	spheroidal_medium	spheroidal	0.67000000000000004	257	3715	0.00017401425000000001	2.9896999999999999e-05	2432	2432	0	0	0	0	0	4.2265050268341918e-14	5.4271521219334183e-23	1	4
pivot_0	pivot	0	16	1	128	spheroidal_medium	spheroidal	1.05	257	3715	0.0001717155	2.9907e-05	2432	2432	0	0	0	0	0	2.2467942043043055e-14	4.4911273330315538e-23	1	4
pivot_0	pivot	0	16	1	128	spheroidal_medium	spheroidal	0.5	257	3715	0.00017443225	2.9856999999999999e-05	2432	2432	0	0	0	0	0	2.0926071318589996e-14	6.7962953670784074e-23	1	4
pivot_0	pivot	0	16	1	128	spheroidal_medium	spheroidal	0.14999999999999999	257	3715	0.00017152049999999999	3.0004750000000001e-05	2432	2432	0	0	0	0	0	5.7532845115698134e-14	3.6696006834465527e-23	1	4
pivot_0	pivot	0	16	1	128	spheroidal_large	spheroidal	0.17999999999999999	860	14554	0.00066322500000000003	0.00012063200000000001	9449	9449	0	0	0	0	0	8.6283780918564272e-13	2.134000121995586e-22	1	4
pivot_0	pivot	0	16	1	128	spheroidal_large	spheroidal	0.40999999999999998	860	14554	0.00066566849999999996	0.00012066975	9449	9449	0	0	0	0	0	2.6715552115231888e-13	1.5848090052904391e-22	1	4
pivot_0	pivot	0	16	1	128	spheroidal_large	spheroidal	0.67000000000000004	860	14554	0.00066228599999999999	0.00012290550000000001	9449	9449	0	0	0	0	0	2.6849006839933317e-13	6.5906482601336683e-23	1	4
pivot_0	pivot	0	16	1	128	spheroidal_large	spheroidal	1.05	860	14554	0.00065862050000000001	0.00012019900000000001	9449	9449	0	0	0	0	0	3.2903924128392564e-13	4.0973462578898403e-23	1	4
pivot_0	pivot	0	16	1	128	spheroidal_large	spheroidal	0.80000000000000004	860	14554	0.00065898849999999995	0.000120104	9449	9449	0	0	0	0	0	3.311848700999842e-13	5.9190929977229651e-23	1	4
pivot_0	pivot	0	16	1	128	spheroidal_large	spheroidal	0.10000000000000001	860	14554	0.00066155974999999997	0.00012055450000000001	9449	9449	0	0	0	0	0	1.650791416644056e-12	5.8678395541815307e-23	1	4
pivot_0	pivot	0	16	1	128	spheroidal_fluid_solid	spheroidal	0.17999999999999999	860	14554	0.00066327499999999995	0.0001201515	9449	9449	0	0	0	0	0	9.7881190857789787e-14	4.9610668731026653e-23	1	4
pivot_0	pivot	0	16	1	128	spheroidal_fluid_solid	spheroidal	0.40999999999999998	860	14554	0.00066544824999999999	0.00012074475000000001	9449	9449	0	0	0	0	0	3.8967480320952328e-14	1.1545014362124647e-23	1	4
pivot_0	pivot	0	16	1	128	spheroidal_fluid_solid	spheroidal	0.67000000000000004	860	14554	0.00066214075000000001	0.000120432	9449	9449	0	0	0	0	0	2.5547073597021762e-14	4.7805181891579704e-23	1	4
pivot_0	pivot	0	16	1	128	spheroidal_fluid_solid	spheroidal	1.05	860	14554	0.00066246375	0.00012446549999999999	9449	9449	0	0	0	0	0	3.3814566084860401e-14	2.1037207744566958e-23	1	4
pivot_0	pivot	0	16	1	128	spheroidal_fluid_solid	spheroidal	0.10000000000000001	860	14554	0.00066175524999999996	0.00012042925	9449	9449	0	0	0	0	0	8.2132179264137543e-13	2.4902631119313079e-22	1	4
pivot_0	pivot	0	16	1	128	spheroidal_fluid_solid	spheroidal	0.5	860	14554	0.00065978475	0.00012007125	9449	9449	0	0	0	0	0	3.887184661463292e-14	9.0867895704804021e-24	1	4
pivot_0	pivot	0	16	1	128	spheroidal_max	spheroidal	0.17999999999999999	1610	27304	0.0012438944999999999	0.0002243615	17699	17699	0	0	0	0	0	4.1048935964484696e-13	7.1360114005358709e-23	1	4
pivot_0	pivot	0	16	1	128	spheroidal_max	spheroidal	0.40999999999999998	1610	27304	0.001248802	0.00022810199999999999	17699	17699	0	0	0	0	0	1.0991456515651334e-13	2.2160365895966936e-23	1	4
pivot_0	pivot	0	16	1	128	spheroidal_max	spheroidal	0.67000000000000004	1610	27304	0.0012536315	0.00022480225	17699	17699	0	0	0	0	0	1.1999203362769077e-13	1.3743437269653239e-23	1	4
pivot_0	pivot	0	16	1	128	spheroidal_max	spheroidal	1.05	1610	27304	0.00125444275	0.00022502500000000001	17699	17699	0	0	0	0	0	9.5404056544228377e-14	1.1944013490801735e-22	1	4
pivot_0	pivot	0	16	1	128	spheroidal_max	spheroidal	0.10000000000000001	1610	27304	0.00124779525	0.0002246545	17699	17699	0	0	0	0	0	1.4135454695606222e-12	4.2328395803778283e-22	1	4
natural_default	perf	1	16	1	128	radial_small	radial	0.17999999999999999	104	1024	6.2791000000000002e-05	1.1366749999999999e-05	564	930	100	0.96153846153846156	102	0	0	0	1.0009255313437571e-22	1	4
natural_default	perf	1	16	1	128	radial_small	radial	0.40999999999999998	104	1024	6.3233999999999998e-05	1.1337e-05	564	930	100	0.96153846153846156	102	0	0	0	8.1573198225628383e-23	1	4
natural_default	perf	1	16	1	128	radial_small	radial	0.67000000000000004	104	1024	6.0607750000000003e-05	1.1291750000000001e-05	564	930	100	0.96153846153846156	102	0	0	0	1.4693799092463748e-22	1	4
natural_default	perf	1	16	1	128	radial_small	radial	1.05	104	1024	6.0607750000000003e-05	1.1184e-05	564	930	100	0.96153846153846156	102	0	0	0	1.0554311418022949e-22	1	4
natural_default	perf	1	16	1	128	radial_small	radial	0.5	104	1024	6.0715250000000001e-05	1.124675e-05	564	930	99	0.95192307692307687	101	0	0	0	1.3348106401700182e-22	1	4
natural_default	perf	1	16	1	128	radial_small	radial	0.14999999999999999	104	1024	6.1175999999999998e-05	1.11965e-05	564	930	100	0.96153846153846156	102	0	0	0	6.7767707625599675e-23	1	4
natural_default	perf	1	16	1	128	toroidal_small	toroidal	0.17999999999999999	37	181	1.27415e-05	3.12475e-06	109	109	19	0.51351351351351349	2	0	0	0	6.988201161127041e-17	1	4
natural_default	perf	1	16	1	128	toroidal_small	toroidal	0.40999999999999998	37	181	1.2072999999999999e-05	3.0995000000000001e-06	109	109	19	0.51351351351351349	2	0	0	0	4.5405119069854345e-17	1	4
natural_default	perf	1	16	1	128	toroidal_small	toroidal	0.67000000000000004	37	181	1.2033e-05	3.0645000000000001e-06	109	109	19	0.51351351351351349	2	0	0	0	1.0183205480076424e-16	1	4
natural_default	perf	1	16	1	128	toroidal_small	toroidal	1.05	37	181	1.205025e-05	3.0597499999999998e-06	109	109	19	0.51351351351351349	2	0	0	0	9.0355074117156169e-17	1	4
natural_default	perf	1	16	1	128	toroidal_small	toroidal	0.20000000000000001	37	181	1.196525e-05	3.0595000000000001e-06	109	109	19	0.51351351351351349	2	0	0	0	1.3321088766132244e-16	1	4
natural_default	perf	1	16	1	128	toroidal_small	toroidal	0.10000000000000001	37	181	1.197275e-05	3.0819999999999999e-06	109	109	19	0.51351351351351349	2	0	0	0	6.5223763894321822e-17	1	4
natural_default	perf	1	16	1	128	spheroidal_small	spheroidal	0.17999999999999999	158	1906	0.00013643300000000001	2.027275e-05	1236	1805	152	0.96202531645569622	61	0	0	0	2.6636940287834302e-23	1	4
natural_default	perf	1	16	1	128	spheroidal_small	spheroidal	0.40999999999999998	158	1906	0.00012187125	1.9919500000000001e-05	1236	1805	152	0.96202531645569622	61	0	0	0	3.4437241584060326e-23	1	4
natural_default	perf	1	16	1	128	spheroidal_small	spheroidal	0.67000000000000004	158	1906	0.00012101775	1.975675e-05	1236	1805	152	0.96202531645569622	61	0	0	0	4.2532697733492492e-23	1	4
natural_default	perf	1	16	1	128	spheroidal_small	spheroidal	1.05	158	1906	0.0001216685	1.985725e-05	1236	1814	150	0.94936708860759489	61	0	0	0	3.7600870833029425e-23	1	4
natural_default	perf	1	16	1	128	spheroidal_small	spheroidal	0.10000000000000001	158	1906	0.00012008374999999999	1.9746999999999999e-05	1236	1805	152	0.96202531645569622	61	0	0	0	5.2740140207498564e-23	1	4
natural_default	perf	1	16	1	128	spheroidal_medium	spheroidal	0.17999999999999999	257	3715	0.0002410565	3.5320000000000001e-05	2405	3427	243	0.94552529182879375	82	0	0	0	4.9164833728291267e-23	1	4
natural_default	perf	1	16	1	128	spheroidal_medium	spheroidal	0.40999999999999998	257	3715	0.00022911350000000001	3.4974749999999999e-05	2405	3427	243	0.94552529182879375	82	0	0	0	4.3642328321781356e-23	1	4
natural_default	perf	1	16	1	128	spheroidal_medium	spheroidal	0.67000000000000004	257	3715	0.00022960925000000001	3.5284999999999998e-05	2405	3430	242	0.94163424124513617	79	0	0	0	5.7351328412654683e-23	1	4
natural_default	perf	1	16	1	128	spheroidal_medium	spheroidal	1.05	257	3715	0.00022613175000000001	3.5034499999999998e-05	2405	3430	242	0.94163424124513617	79	0	0	0	5.1944199358501606e-23	1	4
natural_default	perf	1	16	1	128	spheroidal_medium	spheroidal	0.5	257	3715	0.00022609675	3.5006999999999999e-05	2405	3427	243	0.94552529182879375	82	0	0	0	6.8224200179425254e-23	1	4
natural_default	perf	1	16	1	128	spheroidal_medium	spheroidal	0.14999999999999999	257	3715	0.00022786924999999999	3.501225e-05	2405	3427	243	0.94552529182879375	82	0	0	0	5.6112752040840237e-23	1	4
natural_default	perf	1	16	1	128	spheroidal_large	spheroidal	0.17999999999999999	860	14554	0.00091087850000000001	0.00013541924999999999	9419	12437	833	0.96860465116279071	352	0	0	0	8.3950675175764125e-23	1	4
natural_default	perf	1	16	1	128	spheroidal_large	spheroidal	0.40999999999999998	860	14554	0.00091462175000000005	0.00013579449999999999	9419	12402	833	0.96860465116279071	352	0	0	0	3.1831624480216129e-23	1	4
natural_default	perf	1	16	1	128	spheroidal_large	spheroidal	0.67000000000000004	860	14554	0.00090258625000000001	0.00013570950000000001	9419	12427	832	0.96744186046511627	352	0	0	0	5.0302876687419195e-23	1	4
natural_default	perf	1	16	1	128	spheroidal_large	spheroidal	1.05	860	14554	0.00089833250000000001	0.00013992099999999999	9419	12437	836	0.97209302325581393	352	0	0	0	1.0635690298164017e-22	1	4
natural_default	perf	1	16	1	128	spheroidal_large	spheroidal	0.80000000000000004	860	14554	0.00089556849999999997	0.00013586725	9419	12437	832	0.96744186046511627	352	0	0	0	1.2482781197756575e-22	1	4
natural_default	perf	1	16	1	128	spheroidal_large	spheroidal	0.10000000000000001	860	14554	0.00088283199999999995	0.0001347655	9419	12297	832	0.96744186046511627	352	0	0	0	8.5226482059939934e-23	1	4
natural_default	perf	1	16	1	128	spheroidal_fluid_solid	spheroidal	0.17999999999999999	860	14554	0.00096070050000000005	0.0001397855	9390	12962	772	0.89767441860465114	84	0	0	0	5.1643597037277674e-23	1	4
natural_default	perf	1	16	1	128	spheroidal_fluid_solid	spheroidal	0.40999999999999998	860	14554	0.00093824925000000003	0.00013926475000000001	9390	12962	787	0.91511627906976745	84	0	0	0	8.1769984869030007e-24	1	4
natural_default	perf	1	16	1	128	spheroidal_fluid_solid	spheroidal	0.67000000000000004	860	14554	0.00097460349999999995	0.0001404465	9390	13043	807	0.93837209302325586	84	0	0	0	3.9630174043705951e-24	1	4
natural_default	perf	1	16	1	128	spheroidal_fluid_solid	spheroidal	1.05	860	14554	0.00096131875	0.00013995349999999999	9390	13007	801	0.93139534883720931	84	0	0	0	4.8589534624021359e-24	1	4
natural_default	perf	1	16	1	128	spheroidal_fluid_solid	spheroidal	0.10000000000000001	860	14554	0.00094908575000000005	0.00013974300000000001	9390	13018	771	0.89651162790697669	84	0	0	0	1.5757945129535722e-22	1	4
natural_default	perf	1	16	1	128	spheroidal_fluid_solid	spheroidal	0.5	860	14554	0.00095099599999999996	0.000140409	9390	12997	798	0.9279069767441861	87	0	0	0	7.3661336930162145e-24	1	4
natural_default	perf	1	16	1	128	spheroidal_max	spheroidal	0.17999999999999999	1610	27304	0.0018064070000000001	0.00025851225	17613	23579	1449	0.90000000000000002	145	0	0	0	6.7275346601378661e-23	1	4
natural_default	perf	1	16	1	128	spheroidal_max	spheroidal	0.40999999999999998	1610	27304	0.0024448249999999999	0.00026563550000000002	17617	23653	1425	0.8850931677018633	145	0	0	0	1.0319305716130603e-23	1	4
natural_default	perf	1	16	1	128	spheroidal_max	spheroidal	0.67000000000000004	1610	27304	0.00186861725	0.00026319175000000001	17617	23612	1450	0.90062111801242239	145	0	0	0	4.9669905959380182e-24	1	4
natural_default	perf	1	16	1	128	spheroidal_max	spheroidal	1.05	1610	27304	0.0018507757500000001	0.00026424825	17617	23603	1464	0.90931677018633539	145	0	0	0	7.4222233867076674e-24	1	4
natural_default	perf	1	16	1	128	spheroidal_max	spheroidal	0.10000000000000001	1610	27304	0.0018420025000000001	0.00026353249999999998	17613	23579	1452	0.90186335403726703	145	0	0	0	2.6714746430981139e-22	1	4
panel_1	perf	1	1	1	128	radial_small	radial	0.17999999999999999	104	1024	6.6015749999999996e-05	1.13995e-05	564	930	100	0.96153846153846156	102	0	0	9.8994032286791215e-12	1.0692014399252364e-22	1	4
panel_1	perf	1	1	1	128	radial_small	radial	0.40999999999999998	104	1024	6.4461000000000005e-05	1.121425e-05	564	930	99	0.95192307692307687	101	0	0	1.641868945309343e-11	1.1555997057541929e-22	1	4
panel_1	perf	1	1	1	128	radial_small	radial	0.67000000000000004	104	1024	6.6749500000000002e-05	1.157725e-05	564	930	100	0.96153846153846156	102	0	0	3.1653810439453896e-11	7.7553890119238044e-23	1	4
panel_1	perf	1	1	1	128	radial_small	radial	1.05	104	1024	6.4568749999999994e-05	1.129675e-05	564	930	99	0.95192307692307687	101	0	0	1.6815636724668485e-11	1.2035618712634866e-22	1	4
