system	family	freq_index	freq_mhz	n	nnz_a	repeats	policy	ordering	eigen_setup_s	eigen_factor_s	eigen_solve_s	eigen_factor_info	eigen_solve_info	umf_symbolic_s	umf_numeric_s	umf_raw_solve_s	umf_refined_solve_s	umf_symbolic_status	umf_numeric_status	umf_raw_status	umf_refined_status	umf_strategy_used	umf_ordering_used	umf_was_scaled	umf_noff_diag	umf_lnz	umf_unz	umf_flops	umf_numeric_size	umf_peak_memory	umf_rcond	umf_raw_ir_steps	umf_refined_ir_steps	lapack_factor_info	lapack_solve_info	eigen_residual	umf_raw_residual	umf_refined_residual	lapack_residual	umf_raw_vs_eigen	umf_refined_vs_eigen	eigen_vs_lapack	umf_raw_vs_lapack	umf_refined_vs_lapack	transfer_raw_vs_eigen	transfer_refined_vs_eigen	finite
spheroidal_fluid_solid	spheroidal	1	4.7607421875	876	14814	16	robust	natural	7.9579000000000005e-05	0.0009510574999999999	0.00018750399999999999	0	0	0.000334438	0.0010429603749999999	0.00017590349999999997	0.0020801228124999998	0	0	0	0	3	5	1	467	9571	11175	953535	45532	87143	3.8623491885627814e-08	0	4	0	0	1.0925483445423564e-22	1.1855704553688398e-18	8.6919408795031551e-23	1.4454666717727354e-22	2.4911186259681326e-09	2.5234386500838675e-09	2.4448128541616412e-09	1.9878019445080509e-10	1.9562224341075675e-10	2.0168453874924029e-09	2.0669672088159668e-09	1
spheroidal_fluid_solid	spheroidal	0	4.730224609375	876	14814	16	default	natural	7.9579000000000005e-05	0.00094116275000000009	0.00018684800000000001	0	0	0.00033441800000000001	0.00091888781249999997	0.00015538906250000002	0.001797578875	0	0	0	0	3	5	1	0	9616	9616	908804	42495	87143	2.1276004373547197e-05	0	3	0	0	1.8552757592792644e-22	3.2196801829374088e-22	1.557140726904438e-22	1.6372316492812083e-22	5.6657902895938926e-10	5.6658596170768646e-10	4.7099458543700706e-10	3.9155700443913808e-10	3.9159075717013159e-10	1.8520561483853437e-11	1.8294003861864864e-11	1
spheroidal_fluid_solid	spheroidal	1	4.7607421875	876	14814	16	default	natural	7.9579000000000005e-05	0.00093764756249999992	0.00018767850000000002	0	0	0.00033441800000000001	0.00091452081250000016	0.00015493112500000001	0.0017721577499999999	0	0	0	0	3	5	1	0	9616	9616	908804	42495	87143	8.5579021855976635e-06	0	3	0	0	1.0925483445423564e-22	1.1050353123929432e-22	9.7917907322010571e-23	1.4454666717727354e-22	2.5235222429307771e-09	2.5234821863381431e-09	2.4448128541616412e-09	1.956271195054507e-10	1.956230931437556e-10	2.0671223514971127e-09	2.0670298251919146e-09	1
spheroidal_fluid_solid	spheroidal	0	4.730224609375	876	14814	16	robust	default_amd	7.9579000000000005e-05	0.00094747162500000007	0.00018748962500000002	0	0	0.00031091199999999999	0.0012974480000000001	0.00018227125000000002	0.0018602206875000002	0	0	0	0	3	1	1	370	8932	15671	1199728	54103	87037	5.2651792419463456e-05	0	3	0	0	1.8552757592792644e-22	9.8582987731539053e-18	3.2294271526911436e-22	1.6372316492812083e-22	5.6065603313335086e-10	5.6658300446997634e-10	4.7099458543700706e-10	3.7544070391238507e-10	3.916019784351664e-10	1.7025629940870989e-10	1.8367181136691388e-11	1
spheroidal_fluid_solid	spheroidal	1	4.7607421875	876	14814	16	robust	default_amd	7.9579000000000005e-05	0.00094807593749999999	0.00018919399999999998	0	0	0.00031091199999999999	0.0013121881874999998	0.0001829339375	0.0018403596249999998	0	0	0	0	3	1	1	372	8931	15676	1199935	54109	87037	5.2641602242763071e-05	0	3	0	0	1.0925483445423564e-22	4.7746420642636256e-18	8.0874041101195637e-23	1.4454666717727354e-22	2.4159910667218746e-09	2.5234880822827609e-09	2.4448128541616412e-09	2.0544371933257045e-10	1.9562312738245809e-10	1.9032669450753298e-09	2.0670808123864094e-09	1
spheroidal_fluid_solid	spheroidal	0	4.730224609375	876	14814	16	default	default_amd	7.9579000000000005e-05	0.00094943262500000005	0.00018723675000000003	0	0	0.00029253599999999998	0.00096851849999999998	0.00014733418749999995	0.0017816045000000002	0	0	0	0	3	1	1	0	9218	9218	820726	40937	86862	0.00020219907487275358	0	3	0	0	1.8552757592792644e-22	1.8748540551653902e-22	1.8137614545823092e-22	1.6372316492812083e-22	5.6658886647240994e-10	5.6659495643957184e-10	4.7099458543700706e-10	3.9159375929618437e-10	3.9158667762608081e-10	1.8627438621986256e-11	1.839254742761699e-11	1
spheroidal_fluid_solid	spheroidal	1	4.7607421875	876	14814	16	default	default_amd	7.9579000000000005e-05	0.00095131681250000002	0.00018645675	0	0	0.00029253599999999998	0.00096928774999999981	0.00014711312499999997	0.0017541718749999999	0	0	0	0	3	1	1	0	9218	9218	820726	40937	86862	0.0002048277499340203	0	2	0	0	1.0925483445423564e-22	1.4938813431693217e-22	7.3074802526631097e-23	1.4454666717727354e-22	2.5235460101130332e-09	2.5234887849329518e-09	2.4448128541616412e-09	1.9562479355975688e-10	1.956263709046496e-10	2.067128064888973e-09	2.067107297644206e-09	1
spheroidal_max	spheroidal	0	4.730224609375	1626	27564	16	robust	natural	0.00014622699999999999	0.0018181470625	0.00034447756250000007	0	0	0.00060041300000000005	0.0019270556874999999	0.00032929400000000005	0.0034480513749999995	0	0	0	0	3	5	1	1023	17821	20565	1772499	84188	153368	1.9047011847040913e-08	0	3	0	0	2.6460249637610522e-22	1.1032665621977759e-18	1.1415449144495689e-22	1.6921780859860513e-22	4.6882431900490064e-10	4.584484719923202e-10	3.7847350035219217e-10	4.4817065800999815e-10	4.3375971365605245e-10	2.8996040667108174e-10	1.7526315785973863e-10	1
spheroidal_max	spheroidal	1	4.7607421875	1626	27564	16	robust	natural	0.00014622699999999999	0.001814546	0.00034460581249999995	0	0	0.00060041300000000005	0.0019169664999999999	0.00033063012499999999	0.0034165233124999997	0	0	0	0	3	5	1	1023	17821	20585	1773379	84228	153368	3.8718005725269329e-08	0	3	0	0	1.0204016032885494e-22	6.598217738001396e-19	6.0984280667008311e-23	8.6163851310872757e-23	1.3795693373443608e-09	1.4163140098759309e-09	1.3695968653756187e-09	1.4994603415810403e-10	1.5722737679899717e-10	9.5198395534182018e-10	1.0243917761060017e-09	1
spheroidal_max	spheroidal	0	4.730224609375	1626	27564	16	default	natural	0.00014622699999999999	0.001818606375	0.00034502587499999997	0	0	0.00061127000000000002	0.0017070586250000001	0.00028526762500000001	0.0033500900624999995	0	0	0	0	3	5	1	0	17866	17866	1688304	78895	153368	1.1668322228927146e-05	0	3	0	0	2.6460249637610522e-22	1.3934018694378947e-22	1.4405602649113869e-22	1.6921780859860513e-22	4.5845493858148388e-10	4.5844074384755137e-10	3.7847350035219217e-10	4.3377585571299455e-10	4.3375201631287445e-10	1.7495587274393342e-10	1.753044447420429e-10	1
spheroidal_max	spheroidal	1	4.7607421875	1626	27564	16	default	natural	0.00014622699999999999	0.0018101306874999999	0.00035977649999999997	0	0	0.00061127000000000002	0.0017086685625000003	0.00028493637499999998	0.0033252093124999994	0	0	0	0	3	5	1	0	17866	17866	1688304	78895	153368	2.1417688266279895e-05	0	3	0	0	1.0204016032885494e-22	8.5135404616791936e-23	6.2557410848873509e-23	8.6163851310872757e-23	1.4162491668569388e-09	1.4163307850484481e-09	1.3695968653756187e-09	1.5723647889942622e-10	1.5722625137789224e-10	1.0242697913325757e-09	1.0244622931461809e-09	1
spheroidal_max	spheroidal	0	4.730224609375	1626	27564	16	robust	default_amd	0.00014622699999999999	0.0018210726875	0.00034443868749999999	0	0	0.00053779999999999995	0.0023718565	0.00034638793750000002	0.0040075366249999996	0	0	0	0	3	1	1	694	16660	29327	2251578	101153	153449	9.5682134524726492e-05	0	4	0	0	2.6460249637610522e-22	1.500853715796421e-17	1.7197868603890423e-22	1.6921780859860513e-22	4.8615900155909659e-10	4.5844799628917181e-10	3.7847350035219217e-10	5.7986197576848937e-10	4.3376288887736098e-10	4.7874399132630463e-10	1.7523028815067272e-10	1
spheroidal_max	spheroidal	1	4.7607421875	1626	27564	16	robust	default_amd	0.00014622699999999999	0.0018113574999999999	0.00034519737500000001	0	0	0.00053779999999999995	0.0023654219375000003	0.0003455793749999999	0.0034675310000000003	0	0	0	0	3	1	1	695	16660	29322	2251258	101149	153449	9.5683337011831553e-05	0	3	0	0	1.0204016032885494e-22	7.9335612478685209e-18	1.0264544926796088e-22	8.6163851310872757e-23	1.4806331248254771e-09	1.4162938325134123e-09	1.3695968653756187e-09	1.6773043654391405e-10	1.572265976110726e-10	1.1482993190917655e-09	1.0243393923898919e-09	1
spheroidal_max	spheroidal	0	4.730224609375	1626	27564	16	default	default_amd	0.00014622699999999999	0.0018152514374999997	0.00034524737499999999	0	0	0.000534305	0.0018212873124999998	0.00027124612499999999	0.0033270476249999997	0	0	0	0	3	1	1	0	17173	17173	1532731	76157	153212	0.00015992772198652675	0	3	0	0	2.6460249637610522e-22	2.4347395477399331e-22	1.5290438532003779e-22	1.6921780859860513e-22	4.5844512153911426e-10	4.5844463746354812e-10	3.7847350035219217e-10	4.3375859192125791e-10	4.3375357126780593e-10	1.750104114290686e-10	1.7515027874543348e-10	1
spheroidal_max	spheroidal	1	4.7607421875	1626	27564	16	default	default_amd	0.00014622699999999999	0.0018162748125000001	0.00034641787500000004	0	0	0.000534305	0.0018255651875	0.0002717885625	0.0032925669999999997	0	0	0	0	3	1	1	0	17173	17173	1532731	76157	153212	0.00016200718468561393	0	3	0	0	1.0204016032885494e-22	1.0174440950142695e-22	1.0905501917204525e-22	8.6163851310872757e-23	1.4162015520618331e-09	1.416277691082953e-09	1.3695968653756187e-09	1.5724709401540253e-10	1.5722725435044193e-10	1.024228367069204e-09	1.024384143508044e-09	1
