system	family	freq_index	freq_mhz	n	nnz_a	repeats	policy	ordering	eigen_setup_s	eigen_factor_s	eigen_solve_s	eigen_factor_info	eigen_solve_info	umf_symbolic_s	umf_numeric_s	umf_raw_solve_s	umf_refined_solve_s	umf_symbolic_status	umf_numeric_status	umf_raw_status	umf_refined_status	umf_strategy_used	umf_ordering_used	umf_was_scaled	umf_noff_diag	umf_lnz	umf_unz	umf_flops	umf_numeric_size	umf_peak_memory	umf_rcond	umf_raw_ir_steps	umf_refined_ir_steps	lapack_factor_info	lapack_solve_info	eigen_residual	umf_raw_residual	umf_refined_residual	lapack_residual	umf_raw_vs_eigen	umf_refined_vs_eigen	eigen_vs_lapack	umf_raw_vs_lapack	umf_refined_vs_lapack	transfer_raw_vs_eigen	transfer_refined_vs_eigen	finite
spheroidal_medium	spheroidal	0	1.983642578125	270	3896	16	default	default_amd	2.3065e-05	0.00025573162500000003	5.0644687499999996e-05	0	0	8.9983999999999998e-05	0.00027715231250000002	4.3895250000000003e-05	0.00040996793750000006	0	0	0	0	3	1	1	0	2401	2401	174979	10924	30206	0.00015204734089622836	0	2	0	0	1.9323449328618578e-21	3.2088423912111975e-21	2.3191629070524773e-21	3.3571559833311688e-21	3.4229846886254157e-10	3.4251615069663526e-10	1.379604768786547e-09	1.0498201398356088e-09	1.0514120037332911e-09	3.1692988240352123e-10	3.1692988240352123e-10	1
spheroidal_medium	spheroidal	1	2.01416015625	270	3896	16	default	default_amd	2.3065e-05	0.00025108549999999997	5.0363749999999997e-05	0	0	8.9983999999999998e-05	0.00027595237499999996	4.3913562500000007e-05	0.00047868531249999996	0	0	0	0	3	1	1	0	2401	2401	174979	10924	30206	0.00015204222405202703	0	3	0	0	9.6721740067490883e-22	1.0164550847283821e-21	5.1297587083933358e-22	1.6596597741555554e-21	1.8509305697426494e-10	1.8484261090321374e-10	1.4823991202571283e-10	1.1721266547278202e-10	1.1720585620078461e-10	5.7068441038226144e-11	5.6600734968240705e-11	1
spheroidal_large	spheroidal	0	1.983642578125	876	14814	16	robust	natural	7.9247999999999997e-05	0.00092419556249999997	0.00018932606249999999	0	0	0.00032994099999999999	0.0015505644999999999	0.00016793224999999998	0.002062853625	0	0	0	0	3	5	1	615	9586	10492	926694	44168	87143	6.859211936049633e-09	0	4	0	0	1.5790470013799058e-21	7.7270161745609496e-19	2.2016207444782894e-21	1.2384347055516632e-21	1.2293877757841647e-09	1.2375284858616765e-09	2.0336853739668655e-09	2.4516934269613632e-09	2.4768387576807177e-09	5.6303890645792479e-10	1.0237460717174912e-11	1
spheroidal_large	spheroidal	1	2.01416015625	876	14814	16	robust	natural	7.9247999999999997e-05	0.00093008949999999989	0.0001895933125	0	0	0.00032994099999999999	0.0015575218125000001	0.00016374937500000003	0.0020412338124999999	0	0	0	0	3	5	1	617	9586	10468	925614	44117	87143	1.960652931379399e-08	0	4	0	0	6.2675990603611973e-22	2.1897463177322835e-18	3.9717790225488222e-22	6.2231711389837832e-22	3.4845394763516832e-10	2.5286111101974539e-10	5.2267485360706666e-10	5.3281443546608427e-10	3.5955681124517033e-10	3.8892527630346797e-10	1.5426651073010175e-10	1
spheroidal_large	spheroidal	0	1.983642578125	876	14814	16	default	natural	7.9247999999999997e-05	0.00093441024999999997	0.0001898105625	0	0	0.000331663	0.0014502959375	0.00015445050000000002	0.0022816227499999997	0	0	0	0	3	5	1	0	9616	9616	908804	42495	87143	7.0299972487698279e-05	0	5	0	0	1.5790470013799058e-21	1.6736432592377229e-21	1.5357796912501808e-21	1.2384347055516632e-21	1.2375935043870189e-09	1.2376189493663116e-09	2.0336853739668655e-09	2.4770456736045841e-09	2.4769699729854678e-09	9.8320640080167912e-12	9.8756431713586592e-12	1
spheroidal_large	spheroidal	1	2.01416015625	876	14814	16	default	natural	7.9247999999999997e-05	0.00093282175000000006	0.00019061862500000001	0	0	0.000331663	0.0014525260625	0.00015525343750000001	0.0017665070000000003	0	0	0	0	3	5	1	0	9616	9616	908804	42495	87143	2.2577222145742103e-05	0	3	0	0	6.2675990603611973e-22	5.017407439349466e-22	4.6590843451645476e-22	6.2231711389837832e-22	2.5297442275542067e-10	2.5291603202964034e-10	5.2267485360706666e-10	3.5956210758997277e-10	3.5956599637313127e-10	1.5376257895174566e-10	1.5400707021444031e-10	1
spheroidal_large	spheroidal	0	1.983642578125	876	14814	16	robust	default_amd	7.9247999999999997e-05	0.0009307516874999997	0.000189356125	0	0	0.00031032199999999997	0.0017742748125	0.00017138074999999999	0.0020624610000000002	0	0	0	0	3	1	1	348	9207	14307	1107211	51380	86862	0.00011376981633115917	0	4	0	0	1.5790470013799058e-21	6.4112138139433727e-19	9.7502683380278901e-22	1.2384347055516632e-21	1.2391024013497831e-09	1.2375568638851944e-09	2.0336853739668655e-09	2.4806130425310387e-09	2.4770034197090396e-09	8.5577388142658769e-11	9.9838479034461933e-12	1
spheroidal_large	spheroidal	1	2.01416015625	876	14814	16	robust	default_amd	7.9247999999999997e-05	0.00092840693750000005	0.00018914518750000003	0	0	0.00031032199999999997	0.0017887927500000005	0.00017082481249999995	0.0018025291250000001	0	0	0	0	3	1	1	350	9207	14332	1109011	51432	86862	0.00011376322304594928	0	3	0	0	6.2675990603611973e-22	6.7122492283583555e-19	5.6737026353895307e-22	6.2231711389837832e-22	2.474834309891331e-10	2.5287864975663694e-10	5.2267485360706666e-10	3.594132165296636e-10	3.5955989062801018e-10	1.076116337738241e-10	1.542454305506838e-10	1
spheroidal_large	spheroidal	0	1.983642578125	876	14814	16	default	default_amd	7.9247999999999997e-05	0.00092596212499999994	0.00018929537500000004	0	0	0.00029524899999999998	0.0015148464375	0.00014825743750000001	0.001758266625	0	0	0	0	3	1	1	0	9218	9218	820726	40937	86862	0.00024389796527223058	0	3	0	0	1.5790470013799058e-21	1.188224939765757e-21	1.5567471259814878e-21	1.2384347055516632e-21	1.2375949499170569e-09	1.2375106090948473e-09	2.0336853739668655e-09	2.477051301963605e-09	2.4769318292786945e-09	9.9417839989002044e-12	1.0004704546986438e-11	1
spheroidal_large	spheroidal	1	2.01416015625	876	14814	16	default	default_amd	7.9247999999999997e-05	0.00093506118749999984	0.00018966768750000004	0	0	0.00029524899999999998	0.0015493676249999997	0.0001497053125	0.0017541051250000001	0	0	0	0	3	1	1	10	9218	9438	828406	41383	86862	1.2051586516539196e-05	0	3	0	0	6.2675990603611973e-22	6.8575769923722831e-22	4.8523880299876169e-22	6.2231711389837832e-22	2.5308018689511697e-10	2.5286188507417464e-10	5.2267485360706666e-10	3.5956076472138142e-10	3.5955574481060161e-10	1.5409367612006921e-10	1.5416035090604e-10	1
spheroidal_fluid_solid	spheroidal	0	4.730224609375	876	14814	16	robust	natural	7.9579000000000005e-05	0.00095105362499999999	0.00018762237499999997	0	0	0.000334438	0.0010431533124999998	0.0001769241875	0.0018496621875000001	0	0	0	0	3	5	1	467	9571	11175	953535	45532	87143	1.900052385195216e-08	0	3	0	0	1.8552757592792644e-22	1.4060441176461293e-18	1.8252279412184781e-22	1.6372316492812083e-22	5.6391788055302858e-10	5.6658969826021957e-10	4.7099458543700706e-10	3.8430285687398833e-10	3.915910400290353e-10	6.6742255066099159e-11	1.8530314798408149e-11	1
