fmax_mHz	backend	repetition	seconds	rows	cols	norm	order
55	eigen	1	488.66920270999998	6	16385	0.063644591614107612	1
55	eigen	2	487.764797859	6	16385	0.063644591614107612	2
55	eigen	3	488.16761696700001	6	16385	0.063644591614107612	3
55	lapack	1	463.98034056099999	6	16385	0.063644591614103047	4
55	lapack	2	465.48093292599998	6	16385	0.063644591614103047	5
55	lapack	3	465.46901429799999	6	16385	0.063644591614103047	6
